Application id,income,age,employment,loan amount,previous default,debt,credit history,creditworthiness
APP05201,38417,44,Employed,72483,Yes,60270,Good,No
APP05202,58291,25,Employed,42057,No,13732,Average,Yes
APP05203,29554,23,Employed,84581,No,25173,Good,Yes
APP05204,70936,47,Employed,94540,No,27333,Average,Yes
APP05205,36324,36,Employed,44625,No,79243,Good,Yes
APP05206,52937,35,Employed,48753,No,47596,Average,Yes
APP05207,50750,55,Unemployed,61064,No,62427,Average,No
APP05208,68084,32,Employed,23728,No,44875,Average,Yes
APP05209,46786,61,,93097,Yes,78669,Poor,No
APP05210,45900,64,Employed,46135,Yes,15013,Good,Yes
APP05211,114489,46,Employed,20848,No,48785,Good,Yes
APP05212,68197,54,Employed,77460,No,63993,Good,Yes
APP05213,46613,43,Self-Employed,25819,Yes,50656,Good,No
APP05214,53596,51,Employed,18635,No,71858,Good,Yes
APP05215,125808,40,Self-Employed,58473,No,48456,Good,Yes
APP05216,53975,32,Self-Employed,68792,No,66289,Average,No
APP05217,43999,43,Employed,59108,No,14888,Poor,Yes
APP05218,44084,24,Employed,67369,No,21703,Good,Yes
APP05219,46863,43,Employed,15975,Yes,36081,Good,Yes
APP05220,45916,21,Employed,50222,No,68278,Good,Yes
APP05221,33734,45,Employed,38917,No,34698,Good,Yes
APP05222,36178,22,Employed,97470,No,50569,Average,Yes
APP05223,41312,50,Employed,9714,No,32269,Good,Yes
APP05224,78300,23,Unemployed,33338,Yes,64652,Average,No
APP05225,50541,41,Employed,94477,No,16823,Good,Yes
APP05226,54659,45,Employed,98432,No,47908,Poor,No
APP05227,106259,40,Employed,83366,No,46653,Poor,No
APP05228,107458,42,Self-Employed,12220,No,32856,Poor,Yes
APP05229,52846,41,,58329,Yes,56705,Good,No
APP05230,45171,53,Unemployed,43012,No,3250,Good,Yes
APP05231,40664,58,Self-Employed,81613,No,67478,Good,Yes
APP05232,81949,35,Employed,10227,Yes,28489,Average,No
APP05233,54720,35,Employed,23727,No,63649,Good,Yes
APP05234,50422,45,Employed,51474,No,25100,Average,Yes
APP05235,41604,41,Self-Employed,19977,No,15845,Average,Yes
APP05236,42436,44,Self-Employed,70808,No,31770,Good,Yes
APP05237,,25,Unemployed,82973,No,63992,Average,No
APP05238,33195,26,Employed,71929,No,56578,Good,Yes
APP05239,93882,63,Employed,46827,No,32681,Good,Yes
APP05240,47187,64,Employed,88447,Yes,75092,Average,No
APP05241,56093,43,Employed,18080,No,33293,Poor,Yes
APP05242,32875,24,Employed,29732,Yes,28709,Average,No
APP05243,59667,47,Employed,51506,No,12433,Average,Yes
APP05244,51759,38,Employed,10827,No,6552,Poor,Yes
APP05245,58663,41,Employed,14090,No,28642,Good,Yes
APP05246,116351,48,Employed,42757,No,8268,Poor,Yes
APP05247,64995,55,Employed,94669,Yes,37548,Good,Yes
APP05248,41961,42,Employed,91299,No,68941,Good,Yes
APP05249,43565,60,Employed,49268,No,38613,Good,Yes
APP05250,78426,43,Employed,18505,No,38966,Good,Yes
APP05251,107636,23,Unemployed,21920,No,21022,Good,Yes
APP05252,68116,60,Employed,40867,No,14137,Good,Yes
APP05253,81799,30,Unemployed,24957,Yes,18564,Good,No
APP05254,78943,45,Employed,12883,No,45871,Good,Yes
APP05255,113627,28,Employed,69009,No,47752,Good,Yes
APP05256,24954,31,Employed,60238,No,18395,Average,Yes
APP05257,81012,25,Employed,32673,No,32515,Good,Yes
APP05258,93413,65,Employed,79000,Yes,45926,Good,Yes
APP05259,32849,57,Self-Employed,78715,No,61077,Good,Yes
APP05260,40278,65,Employed,51645,No,26262,Good,Yes
APP05261,40915,58,Employed,14171,No,22437,Poor,Yes
APP05262,43224,49,Employed,92255,No,58707,Average,No
APP05263,48307,25,Employed,68523,No,41591,Average,Yes
APP05264,66921,29,Unemployed,28470,No,68683,Good,Yes
APP05265,88579,22,Self-Employed,62993,Yes,17669,Good,No
APP05266,97606,21,Employed,43477,No,61904,Good,Yes
APP05267,41154,60,Employed,65358,Yes,13801,Average,No
APP05268,41027,50,Employed,50018,No,47197,Average,Yes
APP05269,,31,Unemployed,51120,No,23407,Poor,No
APP05270,80269,48,Employed,74909,No,8986,Good,Yes
APP05271,62280,64,Self-Employed,63304,Yes,49724,Good,Yes
APP05272,74243,32,Employed,12596,No,41037,Good,Yes
APP05273,59201,59,Unemployed,11210,No,39392,Average,Yes
APP05274,75975,46,Employed,33976,Yes,47809,Good,Yes
APP05275,51579,33,Employed,45873,No,30423,Good,Yes
APP05276,67715,28,Employed,31146,No,53943,Poor,No
APP05277,30405,48,Unemployed,66889,No,11337,Average,No
APP05278,44029,50,Unemployed,23535,No,57483,Good,Yes
APP05279,44243,29,Self-Employed,71893,No,46805,Good,Yes
APP05280,50697,,Self-Employed,78449,No,39431,Average,No
APP05281,39544,51,Employed,16810,No,11084,Good,Yes
APP05282,47193,41,Self-Employed,66827,No,22983,Average,Yes
APP05283,30352,54,Self-Employed,96336,No,24328,Good,Yes
APP05284,76804,51,Employed,23318,Yes,19471,Poor,No
APP05285,57813,45,,91384,No,76380,Average,No
APP05286,27855,32,Employed,62575,Yes,73336,Poor,No
APP05287,41210,21,Employed,61140,No,44145,Good,Yes
APP05288,69813,42,Self-Employed,9933,No,17248,Good,Yes
APP05289,46992,60,Employed,76089,No,72980,Good,Yes
APP05290,43848,57,Employed,50436,No,60203,Poor,No
APP05291,58019,21,Employed,73512,No,4063,Good,Yes
APP05292,70033,21,Employed,81872,Yes,39766,Good,No
APP05293,31437,62,Employed,54761,No,48791,Good,Yes
APP05294,76854,62,Unemployed,30046,Yes,6251,Average,No
APP05295,41855,41,Employed,18449,No,4937,Poor,Yes
APP05296,59518,35,Self-Employed,20248,Yes,37618,Average,No
APP05297,59051,37,Employed,87359,No,1154,Good,Yes
APP05298,47331,42,Unemployed,16740,No,4700,Poor,No
APP05299,37853,58,Employed,41546,Yes,14046,Good,Yes
APP05300,52762,55,Employed,36756,Yes,72888,Poor,No
APP05301,124679,65,Employed,87218,No,61536,Good,Yes
APP05302,32511,36,,50381,No,36584,Good,No
APP05303,128494,28,Employed,99662,No,38857,Good,Yes
APP05304,,37,Employed,75020,No,55196,Good,Yes
APP05305,60963,37,Unemployed,85838,No,38477,Good,No
APP05306,,,Employed,14374,No,6050,Good,Yes
APP05307,42405,33,Employed,29045,No,59360,Good,Yes
APP05308,47848,37,Employed,17867,No,5562,Good,Yes
APP05309,37479,58,Employed,49044,No,39401,Good,Yes
APP05310,54616,37,Employed,73237,No,69075,Poor,No
APP05311,49958,34,Employed,21061,No,10273,Poor,Yes
APP05312,137992,65,Self-Employed,17366,No,56824,Poor,No
APP05313,,26,Employed,63388,No,4660,Average,Yes
APP05314,62838,55,Employed,26880,No,79452,Average,Yes
APP05315,67079,34,Employed,50536,No,54885,Average,Yes
APP05316,37066,28,Employed,9856,No,77550,Average,Yes
APP05317,81730,35,Employed,69658,No,53790,Good,Yes
APP05318,,47,Self-Employed,56425,No,20140,Good,Yes
APP05319,19546,33,Unemployed,66505,No,74183,Good,No
APP05320,80743,51,Self-Employed,31164,No,50507,Average,Yes
APP05321,36296,55,Employed,31467,No,46499,Average,Yes
APP05322,37444,26,Self-Employed,81129,No,34900,Good,No
APP05323,81769,25,Unemployed,73263,No,23483,Good,Yes
APP05324,51322,42,Employed,60074,No,42875,Good,Yes
APP05325,90680,43,Employed,64674,No,29919,Average,Yes
APP05326,103433,45,Employed,13934,No,68468,Good,Yes
APP05327,44886,54,Employed,86336,No,3275,Good,Yes
APP05328,85739,46,,78141,No,42877,Good,Yes
APP05329,42708,25,Employed,61097,Yes,67089,Average,No
APP05330,163898,46,Employed,92267,No,3181,Poor,Yes
APP05331,43926,40,Employed,21021,No,23302,Poor,Yes
APP05332,95210,26,Employed,70232,Yes,5070,Good,Yes
APP05333,87711,26,Employed,96483,No,48005,Good,Yes
APP05334,69171,38,Unemployed,34451,No,26022,Good,Yes
APP05335,44372,24,Employed,6453,No,76819,Good,Yes
APP05336,56048,37,Self-Employed,74812,Yes,49687,Average,No
APP05337,22765,34,Employed,5663,Yes,45382,Good,Yes
APP05338,66376,34,Employed,87891,No,73462,Average,No
APP05339,70223,33,Employed,10349,No,18662,Good,Yes
APP05340,63715,27,Self-Employed,67013,No,45417,Poor,No
APP05341,18000,64,Employed,40832,Yes,43880,Good,Yes
APP05342,33947,35,Employed,24317,No,7487,Good,Yes
APP05343,42850,39,Employed,90335,Yes,74633,Average,No
APP05344,68415,63,Unemployed,75893,No,56319,Average,No
APP05345,68344,64,Employed,37342,No,71160,Good,Yes
APP05346,55576,55,Employed,31995,No,78620,Poor,No
APP05347,,37,Employed,74921,No,38893,Good,Yes
APP05348,37809,55,Employed,84474,No,64489,Good,Yes
APP05349,78961,39,Self-Employed,73006,No,46627,Poor,No
APP05350,74290,40,Unemployed,65799,No,78193,Good,No
APP05351,71111,56,Employed,26653,No,20531,Good,Yes
APP05352,55281,55,Unemployed,86016,No,2092,Average,No
APP05353,136753,52,Self-Employed,76218,No,15690,Average,Yes
APP05354,74910,64,Employed,54141,No,11113,Good,Yes
APP05355,38807,60,Unemployed,53601,Yes,35519,Good,No
APP05356,67093,44,Employed,59071,No,7115,Good,Yes
APP05357,84180,37,Employed,83686,No,18396,Good,Yes
APP05358,46049,27,Self-Employed,75515,No,8605,Poor,No
APP05359,,63,Employed,86343,No,39453,Good,Yes
APP05360,71255,21,Employed,53192,No,22075,Good,Yes
APP05361,20910,55,Self-Employed,64342,No,38210,Average,Yes
APP05362,68662,52,Self-Employed,86184,No,8022,Average,Yes
APP05363,49980,56,Self-Employed,27070,No,41833,Average,Yes
APP05364,76407,33,Employed,47182,Yes,11275,Good,Yes
APP05365,91766,26,Unemployed,63962,No,8848,Poor,No
APP05366,65508,34,Employed,91939,No,25492,Good,Yes
APP05367,126939,57,Employed,6504,Yes,70079,Good,Yes
APP05368,55364,35,Employed,25194,No,63293,Average,Yes
APP05369,79481,24,Employed,27273,No,76773,Good,Yes
APP05370,86191,60,Employed,36028,Yes,37355,Poor,No
APP05371,57428,,Employed,31770,No,25683,Good,Yes
APP05372,,48,Self-Employed,61063,No,77702,Poor,No
APP05373,45913,36,Unemployed,89134,Yes,31160,Good,No
APP05374,49610,24,,65513,No,1719,Poor,No
APP05375,33239,65,Employed,27945,No,65789,Average,Yes
APP05376,66885,46,Self-Employed,87057,Yes,14368,Average,No
APP05377,69457,48,Self-Employed,65044,No,57715,Good,Yes
APP05378,102004,52,Employed,25801,No,2195,Poor,Yes
APP05379,85658,65,Self-Employed,39358,No,9768,Good,Yes
APP05380,52783,22,Employed,80047,No,39202,Good,Yes
APP05381,35310,51,Employed,75198,Yes,6364,Average,No
APP05382,72903,23,Employed,59775,No,71202,Good,Yes
APP05383,98907,28,Employed,18753,No,60240,Good,Yes
APP05384,84283,44,Self-Employed,81312,No,26927,Average,No
APP05385,97745,35,Employed,34217,No,48204,Good,Yes
APP05386,54543,63,Employed,78302,Yes,57527,Average,No
APP05387,,51,Unemployed,66519,Yes,60677,Average,No
APP05388,43066,29,,30096,No,32258,Good,Yes
APP05389,58510,59,Employed,25175,No,72005,Good,Yes
APP05390,,,Employed,17436,No,75401,Average,Yes
APP05391,65848,22,Employed,27985,No,16462,Average,Yes
APP05392,56609,28,Employed,19994,No,72988,Good,Yes
APP05393,56498,27,Employed,63620,No,57302,Good,Yes
APP05394,42302,64,Employed,61884,No,71163,Good,Yes
APP05395,91659,59,Self-Employed,60686,No,34556,Average,Yes
APP05396,62102,62,Self-Employed,65980,No,53235,Average,Yes
APP05397,55470,36,Employed,82405,No,19595,Good,Yes
APP05398,42863,55,Employed,91788,No,60337,Average,No
APP05399,32950,50,Employed,26886,No,46957,Poor,Yes
APP05400,108086,30,Employed,60839,No,38995,Good,Yes
APP05401,77010,58,Employed,12442,No,55722,Average,Yes
APP05402,28892,38,Employed,16414,Yes,44635,Poor,No
APP05403,84585,,Employed,67162,No,61463,Poor,No
APP05404,90873,,Employed,51225,No,68816,Good,Yes
APP05405,63454,59,Employed,77042,No,64248,Good,Yes
APP05406,123161,54,Employed,45439,No,25293,Poor,Yes
APP05407,66146,63,Employed,17122,No,78113,Good,Yes
APP05408,31714,65,Employed,87845,No,52330,Good,Yes
APP05409,70716,43,Employed,12874,No,26554,Good,Yes
APP05410,66990,25,Employed,22952,Yes,4364,Average,No
APP05411,45735,50,Employed,31313,No,79060,Good,Yes
APP05412,77668,26,Employed,99552,No,48322,Poor,No
APP05413,28329,64,Employed,44602,No,18976,Good,Yes
APP05414,93700,24,Self-Employed,52662,No,39799,Average,Yes
APP05415,40415,49,Employed,78121,No,32406,Good,Yes
APP05416,38518,,Employed,65459,No,76158,Good,Yes
APP05417,57004,26,Unemployed,84935,No,39920,Good,No
APP05418,72907,52,Unemployed,51211,No,39289,Poor,No
APP05419,64593,62,Employed,97357,No,63773,Good,Yes
APP05420,42955,38,Self-Employed,80697,No,31882,Average,No
APP05421,47780,,Employed,43130,Yes,16525,Average,No
APP05422,36034,60,Unemployed,41221,Yes,61703,Good,No
APP05423,54230,52,Employed,93302,No,72899,Average,No
APP05424,97330,29,Self-Employed,70019,No,4612,Good,Yes
APP05425,59885,,Self-Employed,64036,No,68932,Average,No
APP05426,88330,30,Employed,76994,No,35591,Good,Yes
APP05427,115501,40,,58279,No,23842,Average,Yes
APP05428,46050,26,Employed,20121,No,4095,Average,Yes
APP05429,55168,23,Employed,35325,Yes,17236,Good,Yes
APP05430,159394,62,Employed,58005,No,27297,Good,Yes
APP05431,114927,31,Unemployed,6726,No,6584,Good,Yes
APP05432,28269,63,Employed,46548,No,15914,Poor,Yes
APP05433,71419,37,Employed,76801,No,59210,Good,Yes
APP05434,60015,52,Employed,20602,Yes,55262,Good,Yes
APP05435,,24,Employed,11133,No,61817,Good,Yes
APP05436,42910,24,Employed,84423,No,14055,Poor,No
APP05437,41121,37,Self-Employed,63641,No,4399,Good,Yes
APP05438,44261,61,Unemployed,21775,No,38019,Good,Yes
APP05439,46385,39,Employed,81599,Yes,28080,Average,No
APP05440,86595,25,Employed,67522,No,62362,Poor,No
APP05441,35262,52,Employed,36741,No,43567,Average,Yes
APP05442,45339,42,Employed,40739,No,74563,Good,Yes
APP05443,26824,26,Employed,19809,No,5835,Good,Yes
APP05444,94401,55,Employed,84349,No,29730,Good,Yes
APP05445,106305,42,Employed,53356,No,33014,Good,Yes
APP05446,51788,21,,57917,No,10945,Good,Yes
APP05447,52471,40,Self-Employed,88932,No,47058,Average,No
APP05448,73574,42,Unemployed,6504,No,4176,Poor,Yes
APP05449,116497,31,Employed,11358,Yes,57305,Average,No
APP05450,72112,33,Self-Employed,20350,No,3958,Good,Yes
APP05451,43836,62,Employed,7854,No,70004,Average,Yes
APP05452,28959,23,Unemployed,67525,No,6137,Good,Yes
APP05453,36326,29,Employed,65219,No,37052,Good,Yes
APP05454,62010,32,Self-Employed,25026,Yes,13275,Good,Yes
APP05455,44676,43,Employed,19194,Yes,11517,Good,Yes
APP05456,,34,Employed,18840,No,57976,Good,Yes
APP05457,46783,53,Employed,95558,No,62166,Good,Yes
APP05458,37270,,Employed,70883,No,59397,Good,Yes
APP05459,35328,61,Employed,60616,No,32915,Good,Yes
APP05460,121195,29,Employed,35636,No,79272,Good,Yes
APP05461,,43,Self-Employed,46139,No,27858,Poor,No
APP05462,130723,30,Employed,13494,No,20377,Poor,Yes
APP05463,76502,39,Employed,99824,No,79724,Poor,No
APP05464,49444,,Employed,76733,No,78205,Poor,No
APP05465,108837,43,Employed,64038,No,47755,Poor,Yes
APP05466,59114,50,,60838,No,17514,Average,Yes
APP05467,66269,45,Employed,52910,No,19841,Poor,No
APP05468,58855,48,,29456,No,42150,Average,Yes
APP05469,18000,54,Employed,26507,No,62312,Average,Yes
APP05470,123529,65,Employed,57206,No,7119,Good,Yes
APP05471,74836,45,Employed,11669,No,55326,Average,Yes
APP05472,69600,,Unemployed,12075,No,9146,Poor,No
APP05473,58355,34,Employed,58277,No,67685,Good,Yes
APP05474,64579,62,Self-Employed,92382,No,43037,Good,Yes
APP05475,45859,50,Employed,91856,No,79186,Good,Yes
APP05476,79186,61,Employed,6029,No,60486,Average,Yes
APP05477,33320,45,Employed,15202,No,40281,Average,Yes
APP05478,65240,34,Employed,60392,No,12153,Good,Yes
APP05479,77250,55,Employed,85605,No,43849,Good,Yes
APP05480,54869,54,Employed,95673,No,10041,Poor,No
APP05481,70897,30,Employed,86755,No,72508,Average,No
APP05482,38407,55,Employed,69373,No,19175,Good,Yes
APP05483,38851,31,Self-Employed,24050,No,69364,Average,No
APP05484,66744,31,Self-Employed,11899,No,25008,Good,Yes
APP05485,81426,41,Employed,9514,No,18530,Good,Yes
APP05486,25807,41,Employed,63147,No,25035,Poor,No
APP05487,75888,42,Employed,8438,No,56897,Poor,Yes
APP05488,46989,65,Employed,75228,Yes,42492,Good,Yes
APP05489,55014,27,,72685,No,9490,Good,Yes
APP05490,32837,37,Employed,12563,Yes,11828,Good,Yes
APP05491,40899,22,Employed,91129,No,30904,Poor,No
APP05492,92675,32,Employed,54583,Yes,27745,Poor,No
APP05493,60894,,Self-Employed,90922,No,68287,Good,Yes
APP05494,50506,38,Employed,90653,Yes,46208,Good,No
APP05495,56936,31,Employed,23718,Yes,15750,Good,Yes
APP05496,74775,36,Employed,41155,Yes,3239,Poor,No
APP05497,73154,38,Employed,17790,No,9087,Good,Yes
APP05498,58008,55,Employed,78623,No,56333,Good,Yes
APP05499,98119,46,Self-Employed,52892,No,67921,Average,No
APP05500,92856,36,Employed,93237,Yes,62821,Good,No
APP05501,72267,26,Self-Employed,24780,No,63400,Good,Yes
APP05502,61493,64,Employed,70395,No,21616,Good,Yes
APP05503,80652,63,Employed,98977,No,79138,Average,No
APP05504,69115,62,Self-Employed,68211,No,7826,Average,Yes
APP05505,96709,32,Employed,11534,No,65867,Good,Yes
APP05506,89940,33,Self-Employed,60900,Yes,8649,Good,Yes
APP05507,37945,24,Self-Employed,22085,Yes,22135,Good,No
APP05508,36806,59,Employed,7898,No,40138,Good,Yes
APP05509,43763,22,Self-Employed,36821,No,5214,Good,Yes
APP05510,93094,46,Unemployed,30280,No,32140,Good,Yes
APP05511,29518,47,Employed,79933,No,28659,Poor,No
APP05512,71664,47,Employed,40500,Yes,52127,Average,No
APP05513,70632,35,Employed,74631,No,57723,Average,Yes
APP05514,101244,28,Employed,6543,No,8149,Average,Yes
APP05515,65072,27,Employed,6407,No,4007,Poor,Yes
APP05516,32783,60,Employed,7785,No,62295,Average,Yes
APP05517,38964,32,Employed,25839,No,42711,Average,Yes
APP05518,35249,,Employed,40529,No,43236,Good,Yes
APP05519,47100,63,Employed,62745,Yes,78477,Good,No
APP05520,55259,37,Employed,98662,No,35582,Good,Yes
APP05521,35513,37,Employed,38669,No,16499,Poor,Yes
APP05522,116296,56,Self-Employed,10288,No,54771,Good,Yes
APP05523,33048,41,Employed,23516,Yes,65439,Good,No
APP05524,109957,28,Employed,90296,No,40687,Average,Yes
APP05525,102275,25,Employed,71441,Yes,55653,Good,No
APP05526,89889,,Employed,80069,No,41601,Poor,No
APP05527,43910,36,Employed,16796,Yes,33181,Good,Yes
APP05528,69997,56,Self-Employed,17824,No,3708,Average,Yes
APP05529,33768,48,Employed,15663,No,14726,Average,Yes
APP05530,,,Unemployed,86431,No,38902,Poor,No
APP05531,58035,32,Employed,24947,Yes,32326,Good,Yes
APP05532,49906,57,Employed,66099,No,67588,Poor,No
APP05533,34593,50,Self-Employed,54036,No,9567,Good,Yes
APP05534,19677,43,Self-Employed,56717,No,4960,Good,Yes
APP05535,37600,36,Employed,23566,No,7884,Good,Yes
APP05536,98998,34,Unemployed,65348,No,54569,Average,No
APP05537,50052,30,Employed,9095,No,47963,Good,Yes
APP05538,55598,,Self-Employed,99380,No,50945,Good,No
APP05539,80588,65,Employed,7542,No,13397,Good,Yes
APP05540,135219,57,Self-Employed,9765,No,41792,Good,Yes
APP05541,108918,49,Employed,35842,Yes,61646,Good,Yes
APP05542,38737,23,Employed,84004,No,55026,Good,Yes
APP05543,25033,35,Employed,29433,No,35656,Poor,No
APP05544,173499,56,Employed,49834,No,9177,Good,Yes
APP05545,166566,39,Employed,6708,Yes,69781,Good,Yes
APP05546,65310,33,Employed,12494,No,42570,Average,Yes
APP05547,33873,62,Employed,62757,Yes,71283,Good,No
APP05548,92554,41,Self-Employed,23464,No,35657,Good,Yes
APP05549,57154,57,Employed,70954,No,19724,Good,Yes
APP05550,57026,47,Self-Employed,79612,No,25286,Poor,No
APP05551,89734,49,Employed,85782,No,34034,Poor,No
APP05552,69743,40,Employed,17711,No,49524,Good,Yes
APP05553,35189,45,Employed,48273,No,61744,Good,Yes
APP05554,51843,26,,94973,No,20169,Good,Yes
APP05555,80791,,Employed,78348,Yes,15830,Good,Yes
APP05556,75487,22,Employed,16111,No,17010,Good,Yes
APP05557,67508,42,Employed,52738,No,74825,Average,Yes
APP05558,,52,Employed,92626,Yes,13952,Good,Yes
APP05559,50987,36,Employed,46804,No,28314,Average,Yes
APP05560,65023,38,Self-Employed,84555,No,39384,Good,Yes
APP05561,18000,25,Self-Employed,52105,Yes,44940,Poor,No
APP05562,49009,56,Self-Employed,15147,No,68789,Good,Yes
APP05563,84614,50,Unemployed,19046,No,9918,Average,Yes
APP05564,50333,65,Employed,9434,No,9533,Average,Yes
APP05565,48645,39,Employed,23555,No,25996,Average,Yes
APP05566,37551,43,Self-Employed,89893,Yes,33643,Good,No
APP05567,94241,54,Employed,66769,No,30528,Good,Yes
APP05568,76796,33,Self-Employed,75191,No,31960,Average,No
APP05569,86989,63,Employed,64058,No,68265,Average,Yes
APP05570,27593,49,Employed,41721,No,67097,Good,Yes
APP05571,55821,56,Employed,25602,No,64635,Good,Yes
APP05572,52894,42,Unemployed,92933,Yes,60667,Good,No
APP05573,52883,56,Self-Employed,53909,Yes,4191,Average,No
APP05574,45474,29,Self-Employed,50704,No,12802,Average,No
APP05575,51347,59,Self-Employed,99630,Yes,58843,Average,No
APP05576,87943,39,Employed,41473,No,47993,Good,Yes
APP05577,25370,58,,86142,No,54242,Good,Yes
APP05578,133503,26,Self-Employed,86923,No,57638,Average,Yes
APP05579,74595,35,Employed,27104,No,72998,Good,Yes
APP05580,58868,40,Employed,14010,No,51176,Good,Yes
APP05581,90235,29,Employed,97684,No,22770,Good,Yes
APP05582,31219,52,Employed,45460,No,7558,Good,Yes
APP05583,44488,24,Employed,5211,Yes,35135,Average,No
APP05584,56818,38,Employed,52407,No,57078,Good,Yes
APP05585,110924,25,Self-Employed,63834,No,23270,Good,Yes
APP05586,58758,40,Self-Employed,78728,No,10486,Good,Yes
APP05587,73469,43,Employed,94580,No,79901,Average,No
APP05588,46018,31,Employed,91941,No,34091,Good,Yes
APP05589,74696,57,Employed,94313,No,18089,Average,Yes
APP05590,127626,42,Unemployed,8052,Yes,14000,Good,Yes
APP05591,93910,24,Employed,72619,No,69160,Good,Yes
APP05592,57841,49,Employed,26457,No,65749,Good,Yes
APP05593,81314,64,Employed,22818,No,49452,Poor,Yes
APP05594,77807,54,Employed,81030,Yes,44228,Good,Yes
APP05595,75362,33,Unemployed,44627,No,76164,Average,No
APP05596,98961,62,Self-Employed,92077,No,19033,Poor,Yes
APP05597,98628,29,Employed,9031,No,33816,Good,Yes
APP05598,56663,62,Employed,81207,No,2949,Average,Yes
APP05599,80093,51,Employed,17999,No,34069,Good,Yes
APP05600,50499,27,Self-Employed,21775,No,31353,Good,Yes
APP05601,39605,24,Self-Employed,50348,Yes,76010,Good,No
APP05602,53148,39,Employed,42581,No,29300,Average,Yes
APP05603,57975,62,Employed,51186,No,66948,Good,Yes
APP05604,28407,50,Unemployed,94303,Yes,61561,Good,No
APP05605,88367,51,Employed,67452,No,12634,Good,Yes
APP05606,18000,55,Employed,32579,No,77055,Good,Yes
APP05607,203570,41,Employed,21426,No,50846,Poor,Yes
APP05608,117942,51,Employed,44904,No,48127,Good,Yes
APP05609,53351,39,Self-Employed,47906,No,1925,Poor,Yes
APP05610,60255,51,Employed,62123,No,56238,Average,No
APP05611,68764,52,Employed,30270,No,5395,Average,Yes
APP05612,46027,22,Employed,77913,No,15645,Good,Yes
APP05613,65433,30,Employed,14354,No,8791,Good,Yes
APP05614,56235,22,Unemployed,58243,No,30878,Good,Yes
APP05615,57508,22,Employed,64236,No,63861,Good,Yes
APP05616,65105,44,Unemployed,24649,Yes,56883,Good,No
APP05617,33223,37,Unemployed,83471,Yes,9429,Good,No
APP05618,61078,52,Unemployed,63466,No,64078,Poor,No
APP05619,,36,Self-Employed,66344,No,37407,Good,Yes
APP05620,63582,,Employed,52286,No,3578,Good,Yes
APP05621,54447,59,Unemployed,91411,No,18682,Average,No
APP05622,100121,51,Employed,70923,No,63030,Good,Yes
APP05623,51172,63,Employed,41274,No,58931,Good,Yes
APP05624,66463,44,Employed,27668,No,15880,Good,Yes
APP05625,107569,21,Employed,11751,Yes,4002,Good,Yes
APP05626,57895,31,Employed,20709,No,24321,Good,Yes
APP05627,66079,41,,99305,No,63799,Good,Yes
APP05628,57453,24,Employed,43643,No,75133,Good,Yes
APP05629,104706,27,Employed,90375,No,46258,Good,Yes
APP05630,53430,46,Employed,21204,No,8197,Good,Yes
APP05631,106896,32,Self-Employed,45409,No,40665,Average,Yes
APP05632,57267,51,Employed,96249,No,79905,Good,Yes
APP05633,40755,37,Employed,13658,No,75155,Good,Yes
APP05634,81456,53,Employed,61429,No,79464,Poor,No
APP05635,52313,31,Employed,92321,No,56254,Average,No
APP05636,79326,48,Employed,95220,No,34661,Good,Yes
APP05637,18000,52,Employed,85371,No,71557,Poor,No
APP05638,60141,21,Employed,86314,Yes,71719,Average,No
APP05639,48790,48,Employed,66957,No,12405,Good,Yes
APP05640,37184,62,Employed,25940,No,62255,Poor,Yes
APP05641,46777,27,Unemployed,74414,No,73625,Good,No
APP05642,,22,Employed,97947,No,71983,Poor,No
APP05643,58718,62,Self-Employed,54964,No,56840,Good,Yes
APP05644,32429,44,Self-Employed,29766,No,43451,Good,Yes
APP05645,69177,24,Employed,59480,Yes,62363,Average,No
APP05646,110957,64,Unemployed,70608,No,41776,Good,Yes
APP05647,68085,39,Self-Employed,24787,No,26377,Good,Yes
APP05648,86348,46,Self-Employed,73323,No,21456,Average,Yes
APP05649,98189,31,Employed,60806,Yes,43712,Good,No
APP05650,104665,60,Employed,63173,No,37020,Poor,Yes
APP05651,139199,63,Employed,34069,No,42435,Good,Yes
APP05652,,31,Employed,19750,No,21595,Poor,Yes
APP05653,43425,65,Self-Employed,64228,No,47656,Good,Yes
APP05654,85362,23,Self-Employed,60692,Yes,53304,Good,No
APP05655,82522,32,Employed,37111,No,64741,Good,Yes
APP05656,85064,23,,33110,No,47609,Average,Yes
APP05657,140404,62,Self-Employed,37988,No,60730,Good,Yes
APP05658,60308,47,Employed,51539,Yes,14381,Good,Yes
APP05659,72684,22,Employed,97608,No,10564,Good,Yes
APP05660,38597,36,,77539,No,15192,Good,Yes
APP05661,156842,22,Self-Employed,85915,Yes,67855,Good,No
APP05662,51568,50,Self-Employed,53037,No,44936,Average,No
APP05663,52229,40,Employed,54982,No,36970,Good,Yes
APP05664,51332,58,Employed,24411,No,61211,Good,Yes
APP05665,44887,48,Self-Employed,73499,No,10802,Poor,No
APP05666,43211,45,Self-Employed,45050,No,1490,Average,Yes
APP05667,47403,52,Employed,75532,Yes,25566,Poor,No
APP05668,32451,30,Employed,43860,No,20663,Poor,Yes
APP05669,42138,62,Self-Employed,15309,No,25279,Good,Yes
APP05670,144225,60,Employed,21440,No,77912,Poor,Yes
APP05671,83545,53,Employed,82099,Yes,45852,Good,No
APP05672,91013,33,Self-Employed,29569,No,47540,Poor,No
APP05673,101910,61,Employed,30114,No,52798,Good,Yes
