Employee_ID,Age,Monthly_Income,Years_at_Company,Job_Level,Overtime,Job_Satisfaction,Work_Life_Balance,Performance_Score,Distance_from_Home_km,Training_Hours_Last_Year,Promotions_Last_5_Years,Salary_Hike_Percent,Stock_Option,Business_Travel,Department,Education_Level,Job_Role,Marital_Status,Monthly_Working_Hours,Projects_Handled,Late_Days_Last_3_Months,Absence_Days_Last_Year,Commute_Time_Minutes,Employee_Engagement_Score,Manager_Rating,Internal_Transfers,Remote_Work_Days_Per_Week,Certifications,Team_Size,Attrition
EMP04300,35,79323.0,6.0,4,No,4,4,4.1,12,3,0,17,Yes,Never,HR,PhD,Analyst,Divorced,173.0,4,2,4,49.0,4.3,3.2,0,2,1,5,0
EMP04301,23,34119.0,3.2,3,No,2,3,2.9,4,13,1,12,No,Rarely,IT,PhD,Executive,Single,162.0,8,2,2,10.0,3.6,3.0,0,3,2,16,0
EMP04302,43,37086.0,3.9,2,No,2,1,2.5,40,17,2,19,No,Rarely,Operations,MBA,Consultant,Married,160.0,5,0,5,44.0,2.0,4.6,1,3,2,17,1
EMP04303,45,46775.0,4.4,3,No,1,2,3.2,29,11,0,17,No,Rarely,HR,MBA,Manager,Divorced,177.0,7,4,5,45.0,3.1,3.9,0,1,0,13,0
EMP04304,23,57532.0,5.8,4,No,3,1,3.5,5,9,0,16,No,Never,Marketing,MBA,Associate,Married,159.0,5,3,1,63.0,2.6,2.5,1,5,1,15,1
EMP04305,36,52611.0,2.9,2,No,2,1,3.7,28,3,0,12,No,Rarely,HR,MBA,Associate,Single,162.0,12,2,4,47.0,4.7,3.2,0,1,0,9,0
EMP04306,29,69139.0,2.8,3,No,3,5,3.7,16,5,0,8,No,Frequent,Sales,Master,Specialist,Single,169.0,3,1,5,21.0,3.5,4.1,0,4,1,8,0
EMP04307,25,52600.0,4.1,2,No,3,4,2.0,5,11,0,8,No,Never,IT,Master,Associate,Married,189.0,10,4,3,71.0,2.7,3.1,0,2,3,16,1
EMP04308,33,44334.0,13.9,5,No,1,1,2.9,24,12,0,19,No,Never,Marketing,Master,Analyst,Married,203.0,4,2,5,26.0,2.0,2.3,0,3,1,19,1
EMP04309,24,77871.0,11.4,5,No,4,5,4.2,14,8,0,13,No,Never,Marketing,Master,Manager,Single,162.0,7,2,4,13.0,3.3,2.5,1,4,0,10,0
EMP04310,41,103974.0,2.3,3,No,3,1,2.9,1,11,1,8,No,Rarely,IT,MBA,Executive,Divorced,182.0,8,4,4,71.0,4.1,2.8,0,0,2,4,0
EMP04311,53,68438.0,3.3,1,No,5,1,2.4,32,6,1,13,No,Rarely,Finance,Bachelor,Associate,Single,147.0,9,7,5,91.0,2.6,2.4,0,1,2,4,0
EMP04312,24,51029.0,4.9,3,No,2,4,2.4,39,16,1,10,No,Never,Finance,Bachelor,Manager,Single,184.0,5,2,3,52.0,3.1,2.7,1,0,1,5,0
EMP04313,51,48825.0,3.9,2,No,4,1,3.8,33,2,0,13,No,Rarely,Sales,Bachelor,Specialist,Single,167.0,9,3,2,32.0,1.8,3.0,0,0,0,14,1
EMP04314,60,58974.0,5.5,4,No,2,4,3.2,21,5,0,14,No,Rarely,Sales,Master,Executive,Single,146.0,3,2,0,68.0,3.2,3.4,0,1,2,16,1
EMP04315,28,72516.0,12.7,5,No,2,3,2.7,40,6,0,18,No,Never,IT,MBA,Executive,Married,182.0,9,4,1,56.0,2.8,3.6,0,1,3,7,0
EMP04316,57,42205.0,0.6,2,No,4,4,3.5,26,20,0,19,No,Never,IT,MBA,Specialist,Married,159.0,2,0,2,10.0,4.3,4.0,0,4,0,4,0
EMP04317,59,54721.0,0.9,1,No,1,5,3.6,7,5,0,8,No,Rarely,Operations,Master,Analyst,Married,198.0,8,1,0,49.0,1.1,4.4,0,2,1,5,0
EMP04318,36,64959.0,5.6,3,No,4,5,3.0,40,1,1,15,No,Frequent,Sales,MBA,Manager,Single,172.0,8,0,6,62.0,2.4,3.3,0,0,1,16,0
EMP04319,23,64503.0,12.7,5,No,4,5,2.3,17,7,1,14,No,Frequent,Sales,Master,Analyst,Married,169.0,2,1,2,42.0,2.7,2.9,1,3,1,17,0
EMP04320,53,52465.0,0.8,3,No,3,1,2.4,18,3,1,10,No,Rarely,Sales,Bachelor,Manager,Single,161.0,9,2,5,52.0,4.3,3.2,0,5,2,13,1
EMP04321,22,68572.0,1.1,1,No,5,1,2.2,23,7,3,17,No,Never,Operations,Bachelor,Manager,Married,176.0,4,1,3,86.0,3.6,3.5,0,3,1,4,0
EMP04322,41,57525.0,8.1,4,No,5,2,3.9,26,6,0,8,Yes,Never,IT,Master,Specialist,Single,201.0,6,2,3,51.0,2.2,4.4,2,1,3,18,0
EMP04323,34,41010.0,0.9,1,No,1,3,3.1,12,8,1,13,No,Rarely,Sales,MBA,Associate,Married,180.0,7,2,2,26.0,2.0,3.6,1,1,1,8,1
EMP04324,30,72831.0,15.0,5,Yes,4,4,3.3,18,2,2,6,No,Frequent,IT,Master,Consultant,Married,176.0,8,4,5,46.0,4.0,2.9,0,3,2,3,1
EMP04325,39,78168.0,3.1,3,No,1,1,3.0,40,19,2,14,No,Rarely,Operations,Bachelor,Executive,Single,167.0,7,2,9,19.0,2.9,3.5,0,1,0,11,0
EMP04326,42,82027.0,5.8,3,No,3,2,1.5,28,15,0,10,Yes,Rarely,Marketing,Bachelor,Executive,Single,172.0,6,0,6,67.0,3.8,4.3,1,4,2,5,0
EMP04327,26,85969.0,2.9,2,No,1,2,3.6,39,8,0,9,No,Never,IT,Master,Executive,Married,189.0,3,2,1,60.0,3.7,2.2,0,2,0,7,0
EMP04328,26,70759.0,5.4,4,No,3,5,4.5,40,17,1,8,No,Never,IT,MBA,Executive,Married,175.0,6,3,4,34.0,2.6,3.0,0,2,0,3,0
EMP04329,59,51655.0,7.4,3,No,1,1,3.4,6,15,0,11,No,Rarely,Marketing,Master,Specialist,Married,120.0,5,3,0,35.0,3.2,3.9,0,5,0,14,1
EMP04330,46,60836.0,1.1,1,No,5,4,2.9,19,12,1,20,No,Rarely,Operations,Master,Analyst,Single,196.0,7,1,3,44.0,4.1,3.5,0,2,0,20,0
EMP04331,49,65031.0,11.4,4,Yes,5,1,3.1,20,6,1,6,No,Rarely,Sales,Bachelor,Associate,Single,184.0,6,1,2,36.0,3.1,3.5,0,1,3,13,1
EMP04332,54,58510.0,3.0,2,No,2,1,3.2,4,12,1,15,No,Never,Operations,Bachelor,Associate,Married,138.0,7,0,1,25.0,4.0,3.1,0,4,1,15,1
EMP04333,28,78699.0,10.3,5,No,3,2,3.0,8,8,0,7,No,Never,IT,Master,Associate,Single,173.0,7,0,7,51.0,3.1,2.8,1,1,1,10,1
EMP04334,22,41238.0,4.1,4,No,5,5,2.6,29,12,0,19,No,Never,Finance,Master,Executive,Divorced,149.0,7,0,1,46.0,2.5,2.8,0,5,1,17,0
EMP04335,37,79521.0,1.6,2,No,2,1,2.8,37,12,0,9,Yes,Rarely,IT,Bachelor,Manager,Single,152.0,7,4,1,65.0,3.0,2.1,1,2,1,18,0
EMP04336,24,62214.0,10.7,4,No,4,3,3.7,37,11,2,6,Yes,Never,Marketing,Bachelor,Specialist,Married,204.0,9,1,2,56.0,3.4,3.8,0,4,2,18,1
EMP04337,29,56357.0,3.3,3,No,2,2,3.6,39,12,0,14,No,Rarely,Operations,Bachelor,Specialist,Married,169.0,5,3,6,10.0,2.6,4.1,2,3,1,11,0
EMP04338,31,50258.0,6.7,3,No,3,1,3.2,1,9,2,12,No,Rarely,Operations,Bachelor,Executive,Single,196.0,3,4,2,10.0,3.2,3.0,2,3,2,12,0
EMP04339,26,36956.0,1.0,1,No,3,1,2.4,24,10,0,7,Yes,Frequent,Sales,Master,Specialist,Married,182.0,9,2,5,39.0,2.4,2.3,1,0,2,12,1
EMP04340,27,50582.0,3.8,3,No,3,4,3.7,28,3,0,18,No,Rarely,Sales,Bachelor,Specialist,Married,207.0,5,3,3,42.0,2.7,3.0,0,5,3,6,0
EMP04341,58,61308.0,5.8,4,No,4,1,1.6,15,15,1,17,No,Never,Marketing,PhD,Manager,Married,196.0,9,0,1,19.0,2.8,3.0,0,4,1,19,1
EMP04342,24,83558.0,3.3,1,No,4,3,2.4,18,11,0,14,No,Never,Marketing,Bachelor,Analyst,Single,120.0,5,4,4,81.0,2.9,2.9,0,3,1,11,0
EMP04343,31,50123.0,2.4,2,No,5,2,2.8,12,12,1,15,No,Never,Finance,Master,Manager,Single,161.0,7,3,0,19.0,3.4,2.5,0,1,1,5,0
EMP04344,51,118693.0,8.2,4,No,2,2,3.0,1,7,0,8,No,Never,Marketing,Bachelor,Manager,Married,178.0,7,2,5,40.0,2.2,3.7,1,1,1,10,1
EMP04345,29,52880.0,3.6,1,No,2,5,3.3,9,11,0,9,No,Rarely,Operations,MBA,Manager,Single,174.0,3,0,4,37.0,2.7,3.1,1,0,2,15,0
EMP04346,30,46189.0,3.2,2,No,1,3,3.4,29,8,0,10,No,Frequent,IT,Bachelor,Consultant,Single,188.0,3,2,1,15.0,3.2,2.6,1,3,2,20,1
EMP04347,33,44068.0,3.2,2,No,5,3,4.2,32,14,0,9,No,Rarely,Finance,Master,Analyst,Single,142.0,4,2,1,91.0,2.8,3.2,1,0,0,3,0
EMP04348,50,39151.0,4.0,3,Yes,1,2,2.4,29,16,0,6,No,Rarely,Marketing,Bachelor,Executive,Married,208.0,9,2,7,33.0,2.8,2.1,1,2,0,10,1
EMP04349,56,61414.0,3.3,3,No,4,3,3.3,24,4,0,19,No,Rarely,Finance,Bachelor,Analyst,Married,132.0,3,1,0,31.0,3.3,4.0,0,5,0,13,0
EMP04350,32,56444.0,9.7,4,No,2,1,3.7,7,14,0,7,No,Never,Marketing,MBA,Executive,Single,144.0,3,1,3,75.0,3.6,2.1,1,2,0,10,1
EMP04351,53,80200.0,3.5,2,No,1,5,2.2,6,15,2,15,No,Frequent,Finance,MBA,Analyst,Single,177.0,5,3,7,38.0,2.7,3.2,0,3,0,20,0
EMP04352,38,64997.0,2.4,3,No,3,1,2.7,24,17,3,6,Yes,Rarely,IT,MBA,Executive,Single,226.0,5,0,4,54.0,3.3,3.8,0,5,0,6,1
EMP04353,49,64873.0,5.7,2,No,4,5,3.2,20,20,0,8,No,Rarely,HR,MBA,Executive,Married,165.0,5,0,2,53.0,2.6,3.1,0,1,3,14,0
EMP04354,50,58866.0,2.4,2,No,1,1,3.8,6,9,0,7,No,Never,Sales,Bachelor,Associate,Married,144.0,8,0,3,36.0,4.2,3.1,1,4,0,7,1
EMP04355,39,53287.0,9.3,3,No,5,4,2.3,19,9,0,18,Yes,Never,Marketing,Bachelor,Executive,Married,152.0,6,5,2,44.0,3.2,2.7,0,3,1,12,1
EMP04356,57,107685.0,1.8,1,Yes,5,5,3.3,5,16,0,9,Yes,Rarely,HR,Bachelor,Specialist,Married,166.0,8,3,4,10.0,3.5,2.3,1,5,2,10,0
EMP04357,21,72172.0,1.2,1,No,3,3,3.9,17,9,0,19,No,Never,IT,Bachelor,Associate,Single,179.0,5,3,3,77.0,2.3,2.5,0,0,1,7,0
EMP04358,39,54816.0,4.3,3,No,1,4,2.6,35,2,0,9,Yes,Rarely,Marketing,Bachelor,Analyst,Single,199.0,5,1,1,56.0,2.6,2.1,1,3,3,4,1
EMP04359,32,67353.0,1.8,3,No,1,1,3.1,9,15,0,10,No,Rarely,Sales,PhD,Executive,Single,190.0,4,3,3,43.0,3.7,3.6,0,3,3,4,1
EMP04360,34,43264.0,1.6,2,Yes,5,4,3.0,25,5,1,16,No,Never,Sales,Bachelor,Consultant,Single,172.0,9,2,4,39.0,2.8,3.6,0,0,3,11,1
EMP04361,34,85497.0,10.8,3,No,3,2,3.4,13,6,0,7,Yes,Never,Operations,Bachelor,Associate,Single,195.0,4,2,1,38.0,1.4,3.0,0,5,1,3,1
EMP04362,47,32563.0,3.9,3,No,5,2,3.0,34,16,1,12,Yes,Never,IT,MBA,Specialist,Divorced,167.0,3,2,3,56.0,3.4,3.2,0,5,0,4,1
EMP04363,51,77330.0,4.8,2,Yes,4,2,3.1,5,18,0,12,No,Never,IT,Master,Specialist,Divorced,126.0,4,3,4,52.0,3.6,3.0,1,2,0,9,1
EMP04364,30,55838.0,1.0,2,No,4,4,3.6,30,9,0,19,Yes,Never,Marketing,Bachelor,Associate,Married,174.0,3,0,2,38.0,2.5,1.9,0,0,0,17,1
EMP04365,33,101871.0,4.6,2,No,1,4,3.7,8,4,1,8,Yes,Rarely,Finance,Bachelor,Specialist,Single,177.0,7,1,2,41.0,2.0,3.1,0,1,0,10,1
EMP04366,30,69044.0,2.4,3,No,4,5,2.5,19,6,0,8,No,Rarely,Operations,MBA,Executive,Married,182.0,8,4,1,64.0,3.2,3.5,0,2,1,3,1
EMP04367,56,78739.0,4.7,2,No,2,5,3.9,19,2,0,7,No,Rarely,Sales,MBA,Executive,Single,200.0,7,1,6,18.0,3.7,3.7,0,4,0,10,0
EMP04368,26,38957.0,5.6,3,No,4,3,3.8,11,20,0,13,No,Rarely,Marketing,Bachelor,Executive,Married,164.0,3,5,2,18.0,3.4,3.4,1,1,0,10,1
EMP04369,57,48560.0,4.4,1,No,4,1,4.1,25,12,0,5,No,Rarely,Sales,Master,Consultant,Married,190.0,6,4,8,68.0,4.0,2.6,0,5,2,10,0
EMP04370,32,71871.0,1.8,2,Yes,5,1,2.8,3,11,2,18,Yes,Rarely,IT,Master,Specialist,Single,173.0,6,1,2,57.0,3.4,3.3,1,2,1,11,0
EMP04371,52,53305.0,8.1,5,No,3,5,2.8,11,3,0,12,No,Frequent,Sales,Bachelor,Associate,Married,189.0,11,0,3,47.0,3.2,3.1,0,4,1,19,0
EMP04372,43,60133.0,7.0,2,Yes,1,4,2.7,37,15,0,5,No,Frequent,Sales,Master,Analyst,Single,167.0,7,3,7,73.0,2.2,4.8,0,0,1,3,0
EMP04373,21,140334.0,5.9,5,Yes,1,3,3.3,31,12,0,7,Yes,Rarely,IT,Master,Analyst,Married,171.0,7,7,5,19.0,3.4,3.2,0,4,1,13,1
EMP04374,46,41282.0,5.7,3,No,5,4,2.2,38,14,1,18,No,Rarely,Sales,Bachelor,Analyst,Single,176.0,6,0,4,49.0,2.4,3.0,0,1,2,6,1
EMP04375,40,43112.0,5.9,3,No,5,2,2.4,36,2,1,5,No,Never,HR,PhD,Analyst,Single,177.0,7,2,4,56.0,2.9,2.9,2,5,1,20,0
EMP04376,58,48881.0,5.5,4,Yes,2,1,3.8,15,0,0,7,No,Never,Finance,Master,Specialist,Single,212.0,12,1,4,61.0,2.2,3.2,0,4,2,5,1
EMP04377,34,51488.0,2.7,3,No,2,2,2.3,1,11,0,15,No,Frequent,Sales,Master,Specialist,Married,177.0,7,5,3,49.0,3.1,4.0,2,2,0,5,0
EMP04378,32,64645.0,5.4,3,Yes,3,1,3.6,36,10,0,12,No,Never,IT,MBA,Manager,Divorced,166.0,2,0,6,37.0,2.4,4.2,0,1,1,15,1
EMP04379,34,49634.0,11.8,5,Yes,2,5,3.3,31,15,2,6,No,Never,Sales,Bachelor,Executive,Married,182.0,10,4,3,25.0,4.0,2.7,0,5,1,9,1
EMP04380,50,60928.0,9.2,4,Yes,4,5,3.5,38,2,0,14,No,Never,IT,Master,Specialist,Single,151.0,5,3,6,24.0,2.6,3.4,0,1,0,6,1
EMP04381,23,47434.0,4.4,3,No,3,3,3.1,3,19,0,6,No,Never,HR,MBA,Executive,Married,168.0,5,3,2,62.0,1.8,3.5,0,0,1,10,0
EMP04382,46,55694.0,2.9,1,Yes,2,2,3.4,28,11,0,7,No,Never,Marketing,MBA,Executive,Single,173.0,6,0,2,39.0,3.4,3.7,0,4,0,10,1
EMP04383,36,85249.0,11.7,5,No,3,2,2.2,36,19,0,7,No,Frequent,HR,Master,Manager,Married,212.0,8,1,1,77.0,3.1,4.7,0,2,2,13,0
EMP04384,58,53014.0,2.0,1,No,5,3,4.0,18,19,0,15,No,Never,Sales,Master,Associate,Married,185.0,8,3,7,62.0,3.3,3.5,1,0,1,14,1
EMP04385,40,44106.0,4.6,2,Yes,5,1,2.2,4,13,0,17,No,Never,Operations,PhD,Associate,Married,198.0,9,0,4,38.0,2.8,3.1,1,0,1,13,1
EMP04386,59,81789.0,5.2,3,Yes,2,4,3.9,34,7,2,15,Yes,Rarely,IT,PhD,Associate,Married,147.0,4,0,6,22.0,3.3,2.9,1,2,2,19,1
EMP04387,59,54793.0,4.7,2,No,5,4,3.8,8,11,0,19,Yes,Frequent,IT,Bachelor,Consultant,Divorced,157.0,8,5,2,31.0,2.4,2.3,0,5,2,18,0
EMP04388,39,66614.0,5.1,4,No,1,2,2.8,30,9,0,6,No,Frequent,IT,PhD,Executive,Single,189.0,5,3,3,52.0,4.0,2.8,1,2,1,9,0
EMP04389,29,57890.0,1.7,2,No,5,4,4.4,34,2,2,18,No,Rarely,Sales,Bachelor,Manager,Single,129.0,7,2,3,71.0,4.2,3.6,1,4,2,5,1
EMP04390,37,64889.0,6.9,2,No,3,3,3.7,1,11,1,11,No,Never,Sales,Master,Executive,Single,186.0,3,2,6,63.0,2.6,4.1,0,2,0,6,1
EMP04391,32,54457.0,1.9,1,Yes,4,2,4.0,5,20,0,16,No,Rarely,IT,MBA,Analyst,Married,188.0,7,2,2,68.0,1.9,3.9,0,0,3,3,1
EMP04392,54,59404.0,5.8,3,No,4,3,3.7,16,19,0,8,No,Frequent,Sales,Bachelor,Analyst,Married,181.0,2,0,3,76.0,2.9,2.5,0,3,2,14,0
EMP04393,60,66043.0,3.9,2,No,1,3,3.1,32,2,0,19,No,Frequent,Finance,Master,Associate,Divorced,201.0,8,3,3,61.0,3.2,4.0,0,4,0,7,0
EMP04394,21,46794.0,3.8,1,Yes,4,3,3.0,19,14,0,10,No,Never,Sales,Master,Manager,Single,186.0,4,4,3,39.0,3.1,2.3,0,5,4,19,1
EMP04395,35,142151.0,1.1,1,Yes,2,5,2.9,21,12,0,10,No,Rarely,Operations,Master,Analyst,Married,166.0,4,6,3,64.0,2.1,2.8,0,4,1,15,1
EMP04396,50,44920.0,2.1,2,No,4,2,4.8,29,15,0,7,No,Frequent,IT,MBA,Analyst,Married,188.0,4,4,2,50.0,3.1,2.8,0,1,0,9,0
EMP04397,56,77133.0,5.9,3,No,1,1,3.4,22,0,1,20,No,Frequent,Operations,Master,Executive,Single,153.0,3,4,3,10.0,3.1,2.9,1,0,1,7,1
EMP04398,54,65628.0,1.2,1,Yes,4,3,2.9,10,4,1,7,No,Never,Operations,Master,Associate,Single,179.0,5,2,4,45.0,3.6,3.2,0,0,1,6,1
EMP04399,39,55553.0,4.2,3,No,2,4,3.0,40,8,0,10,No,Never,Operations,Master,Analyst,Married,186.0,7,0,4,61.0,3.0,3.2,0,3,1,14,1
EMP04400,56,56196.0,7.4,4,No,3,2,2.3,33,16,2,16,No,Never,Operations,Bachelor,Specialist,Single,182.0,10,3,6,10.0,3.5,3.5,0,3,1,10,1
EMP04401,49,82805.0,12.1,5,No,4,2,1.9,8,5,2,16,Yes,Frequent,Operations,Master,Consultant,Single,180.0,3,2,7,97.0,2.1,3.0,0,5,2,13,0
EMP04402,21,103847.0,11.3,5,Yes,5,1,2.2,20,8,0,16,No,Rarely,Sales,Bachelor,Consultant,Married,179.0,8,3,3,13.0,2.9,4.3,0,2,6,6,1
EMP04403,55,37691.0,2.4,3,No,4,3,4.1,35,7,1,20,No,Frequent,Finance,Bachelor,Specialist,Married,215.0,7,2,2,52.0,2.9,2.2,0,4,1,6,1
EMP04404,45,136755.0,0.5,1,No,4,4,3.3,29,16,0,13,No,Never,Marketing,PhD,Executive,Married,189.0,3,3,6,24.0,1.0,3.5,0,4,1,5,0
EMP04405,59,74201.0,3.6,2,No,4,5,2.6,34,13,0,10,No,Rarely,Operations,Bachelor,Executive,Single,147.0,4,1,2,37.0,2.5,3.8,0,5,1,5,1
EMP04406,37,44950.0,7.3,4,Yes,5,4,3.4,39,8,0,13,No,Frequent,HR,Master,Executive,Married,138.0,2,3,3,84.0,4.4,3.2,0,3,1,3,0
EMP04407,30,99259.0,8.1,4,Yes,1,2,2.8,27,10,0,18,No,Frequent,Sales,Master,Specialist,Married,176.0,7,1,3,48.0,1.8,3.6,0,0,1,5,0
EMP04408,23,81970.0,1.9,2,Yes,2,4,4.5,21,2,1,6,Yes,Rarely,Finance,Master,Specialist,Single,165.0,10,3,1,17.0,4.3,2.7,0,5,2,10,0
EMP04409,25,51538.0,6.6,2,No,5,3,4.1,33,16,2,10,No,Frequent,Operations,MBA,Manager,Married,197.0,3,5,4,48.0,3.8,3.0,2,3,0,7,1
EMP04410,52,139943.0,5.3,2,No,3,3,3.1,35,13,2,6,No,Frequent,IT,MBA,Analyst,Married,188.0,5,2,3,59.0,2.7,3.2,1,5,1,20,1
EMP04411,47,59616.0,3.4,2,Yes,4,4,2.9,6,7,0,11,No,Never,Sales,Master,Consultant,Married,158.0,6,2,2,15.0,3.0,3.2,1,0,0,16,0
EMP04412,37,82624.0,1.4,2,No,2,4,3.5,25,19,0,13,No,Never,HR,MBA,Specialist,Married,132.0,6,3,4,23.0,2.4,2.2,0,1,1,16,1
EMP04413,46,54470.0,8.1,3,Yes,4,2,3.4,11,3,1,20,Yes,Frequent,Operations,Bachelor,Specialist,Single,130.0,4,2,6,85.0,3.0,4.8,0,2,1,7,1
EMP04414,44,44873.0,7.2,2,No,1,5,3.1,6,3,0,16,No,Rarely,Marketing,Master,Analyst,Married,168.0,4,1,3,65.0,4.0,3.0,2,1,1,17,0
EMP04415,33,87276.0,4.0,4,No,2,3,3.5,13,16,1,13,No,Rarely,Operations,Bachelor,Associate,Single,205.0,7,2,3,64.0,1.7,3.4,0,5,1,19,1
EMP04416,35,76028.0,7.1,3,No,3,5,3.3,16,0,0,17,Yes,Never,Finance,MBA,Analyst,Married,162.0,5,0,4,73.0,3.2,4.0,1,0,1,8,0
EMP04417,26,158686.0,2.1,1,No,1,3,3.1,38,20,1,6,No,Never,Marketing,PhD,Manager,Single,178.0,5,2,1,48.0,2.7,4.5,0,4,0,17,1
EMP04418,32,107414.0,11.4,4,Yes,1,1,2.9,34,18,2,12,No,Never,Operations,MBA,Associate,Married,169.0,7,1,2,46.0,3.3,2.8,2,3,3,8,1
EMP04419,58,73095.0,8.1,5,No,3,1,2.8,23,5,1,9,No,Rarely,Finance,Bachelor,Specialist,Married,131.0,7,0,3,80.0,3.7,3.5,1,4,2,11,0
EMP04420,53,87649.0,5.3,3,Yes,4,2,2.4,30,5,0,17,No,Never,Finance,MBA,Associate,Divorced,159.0,6,0,1,19.0,2.6,2.8,1,3,2,15,1
EMP04421,38,99698.0,4.0,3,No,3,1,2.4,27,12,1,6,No,Rarely,IT,Bachelor,Executive,Single,172.0,3,3,2,65.0,3.2,3.9,0,0,1,15,1
EMP04422,54,73657.0,3.1,2,Yes,5,4,3.1,26,7,0,11,No,Never,Operations,MBA,Specialist,Married,208.0,5,1,2,67.0,3.9,3.6,1,0,1,5,0
EMP04423,32,74787.0,5.9,2,Yes,4,4,2.7,16,13,0,8,No,Never,Operations,PhD,Specialist,Married,155.0,4,0,7,19.0,4.0,2.8,1,0,1,15,1
EMP04424,26,43626.0,5.6,2,No,3,1,3.9,13,13,0,11,No,Rarely,IT,Bachelor,Manager,Single,179.0,5,0,5,58.0,3.4,3.3,0,1,3,5,1
EMP04425,27,54129.0,2.0,1,Yes,1,5,2.3,38,8,0,11,No,Rarely,Marketing,Bachelor,Associate,Single,146.0,8,4,2,10.0,2.4,4.2,1,5,2,5,1
EMP04426,41,51318.0,2.6,2,No,5,4,3.5,23,6,0,11,No,Frequent,HR,Bachelor,Specialist,Married,161.0,5,1,1,25.0,4.0,2.6,0,1,1,3,1
EMP04427,49,78277.0,4.1,1,Yes,1,1,3.3,13,20,0,8,No,Never,IT,Master,Manager,Married,175.0,6,1,3,42.0,2.2,3.2,1,4,1,7,1
EMP04428,26,43844.0,5.9,2,No,3,1,4.1,11,17,3,12,No,Frequent,IT,MBA,Consultant,Single,157.0,6,2,2,67.0,4.6,3.5,3,0,2,9,1
EMP04429,60,47751.0,1.7,1,No,4,4,3.7,40,13,0,11,No,Frequent,IT,Bachelor,Consultant,Married,153.0,4,6,1,22.0,3.2,3.9,0,1,1,16,1
EMP04430,25,85179.0,2.9,2,No,5,3,3.4,7,3,2,20,No,Rarely,Sales,Master,Specialist,Divorced,202.0,7,0,4,58.0,2.1,2.1,1,2,0,19,0
EMP04431,28,107703.0,10.7,4,No,1,1,3.3,26,0,1,13,No,Never,HR,Master,Executive,Married,157.0,10,4,2,10.0,2.4,2.8,1,1,3,9,1
EMP04432,26,49423.0,5.3,3,No,5,3,4.4,8,2,1,6,No,Rarely,IT,Master,Executive,Married,216.0,5,4,1,57.0,2.1,4.0,0,3,3,19,0
EMP04433,47,59230.0,4.2,3,No,2,1,3.7,30,18,0,13,No,Never,IT,Bachelor,Executive,Married,137.0,6,2,4,55.0,2.4,2.0,0,2,2,10,0
EMP04434,52,74463.0,0.5,1,No,2,2,3.4,38,2,0,10,No,Rarely,Sales,MBA,Executive,Married,161.0,5,1,4,49.0,3.1,3.8,0,3,0,4,0
EMP04435,30,63705.0,7.6,3,No,2,5,2.5,5,4,0,5,No,Frequent,Finance,Bachelor,Consultant,Single,167.0,6,3,3,55.0,3.4,4.4,0,4,1,16,0
EMP04436,52,85059.0,1.6,1,Yes,4,4,2.9,20,11,1,17,No,Frequent,Sales,Master,Analyst,Single,213.0,7,2,3,36.0,4.1,3.1,1,2,0,17,1
EMP04437,27,83947.0,8.4,2,No,3,1,3.2,1,14,0,6,No,Never,Operations,Master,Associate,Single,171.0,5,2,6,30.0,2.9,1.8,0,2,2,13,0
EMP04438,38,39087.0,11.5,5,No,4,3,3.1,34,20,0,6,Yes,Frequent,Marketing,Bachelor,Associate,Single,178.0,3,3,5,41.0,2.9,3.1,1,5,1,18,0
EMP04439,35,38750.0,4.3,4,Yes,3,1,2.4,17,1,0,15,No,Rarely,Sales,Bachelor,Consultant,Married,166.0,7,1,3,10.0,3.3,3.2,0,3,0,11,1
EMP04440,28,74765.0,3.4,4,No,4,2,3.8,23,2,0,5,No,Rarely,Operations,Bachelor,Associate,Single,190.0,4,5,3,50.0,3.2,3.7,2,3,1,5,0
EMP04441,50,116471.0,1.1,1,No,5,2,4.1,15,4,0,9,Yes,Frequent,Operations,Master,Manager,Married,191.0,10,3,3,47.0,2.7,3.7,0,1,1,9,1
EMP04442,22,69997.0,5.2,1,Yes,1,2,2.5,13,14,0,15,No,Rarely,Finance,Master,Specialist,Divorced,182.0,3,1,2,33.0,3.9,2.7,0,2,2,16,1
EMP04443,22,37310.0,15.0,5,No,5,4,3.6,15,1,0,9,No,Rarely,Finance,Master,Specialist,Single,185.0,7,0,6,56.0,3.4,3.8,0,4,1,7,0
EMP04444,24,44629.0,5.2,3,No,4,3,2.9,40,17,0,15,No,Frequent,Operations,Bachelor,Associate,Single,182.0,2,2,5,32.0,3.7,2.4,1,4,2,6,1
EMP04445,23,63438.0,4.7,1,No,3,1,2.8,37,2,2,13,No,Rarely,HR,Bachelor,Executive,Married,221.0,6,2,3,30.0,3.0,2.4,0,5,1,4,0
EMP04446,57,70044.0,5.8,4,No,1,5,2.1,35,14,3,17,No,Never,Sales,Bachelor,Manager,Single,185.0,3,4,2,66.0,1.6,3.6,1,1,0,12,0
EMP04447,29,65894.0,7.9,4,No,2,4,3.0,34,14,3,8,No,Frequent,IT,Bachelor,Specialist,Single,155.0,4,3,5,51.0,2.1,2.6,0,2,1,14,0
EMP04448,34,92869.0,2.4,3,Yes,1,3,3.4,25,2,1,10,No,Rarely,Operations,Bachelor,Analyst,Married,167.0,5,0,1,64.0,3.8,3.0,0,4,1,15,0
