transaction_id,age,income,transaction_amount,account_age_days,transactions_24h,failed_attempts_24h,merchant_risk_score,distance_from_home_km,device_trust_score,is_international,is_new_device,transaction_hour,merchant_category,payment_method,is_fraud
4289,,44770.39,755.04,3781,4,0,0.1034,0.64,0.677,0,0,2,gaming,card,0
4290,35.0,102550.2,606.08,3582,5,0,0.077,14.82,0.7216,0,0,22,jewelry,upi,0
4291,21.0,91379.28,11.28,1239,9,0,0.1492,3.5,0.9769,0,1,0,grocery,card,0
4292,70.0,30735.27,76.46,1642,7,0,0.3275,13.05,0.7595,0,0,4,grocery,net_banking,0
4293,46.0,50944.75,167.83,2688,6,1,0.1382,20.64,0.9654,0,0,16,jewelry,upi,0
4294,23.0,61514.37,65.21,3820,5,0,0.283,6.23,0.7156,0,0,14,electronics,card,0
4295,70.0,41602.1,5.0,2428,3,0,0.2317,10.18,,0,0,17,grocery,card,0
4296,74.0,201164.51,87.12,825,6,1,0.1824,1.37,0.8746,0,0,10,electronics,wallet,0
4297,43.0,62542.62,179.35,1444,6,0,0.3177,12.87,0.983,0,0,13,food,card,0
4298,61.0,53161.61,106.45,2904,7,0,0.2083,29.74,0.6653,1,0,1,grocery,card,1
4299,20.0,105879.46,66.42,123,5,1,0.1914,2.88,0.9133,0,0,14,electronics,wallet,0
4300,23.0,44991.15,187.62,2410,6,0,0.0827,6.63,0.9516,0,0,7,grocery,upi,0
4301,33.0,95719.15,253.67,3083,2,0,0.0288,7.42,0.835,0,0,0,food,upi,0
710,44.0,49613.53,83.06,2022,3,0,0.0881,5.03,0.8457,0,0,19,food,upi,0
4303,25.0,42855.05,709.6,2169,3,0,0.5887,15.6,0.7945,0,0,7,food,upi,0
4304,19.0,97936.76,190.69,2879,2,0,0.3711,23.33,0.6023,1,0,12,gaming,wallet,0
4305,56.0,130443.73,75.3,2392,4,0,0.1378,23.69,0.8578,0,0,16,travel,upi,0
4306,61.0,35946.1,58.46,126,6,0,0.1441,52.4,0.8908,0,0,20,fashion,wallet,0
4307,60.0,33714.61,145.47,2354,5,0,0.1414,12.97,0.8508,0,0,16,jewelry,net_banking,0
4308,63.0,75145.69,548.06,946,5,0,0.1558,1.36,0.492,0,1,22,travel,wallet,0
4309,63.0,39043.04,78.99,2967,4,1,0.1701,6.71,0.8902,0,0,0,food,card,0
4310,52.0,47447.1,326.63,1067,5,0,0.1609,3.36,0.6631,0,0,17,gaming,upi,0
4311,47.0,89064.07,197.85,3913,3,0,0.2333,3.75,0.8208,0,0,16,food,net_banking,0
4312,66.0,40775.32,1321.06,496,8,0,0.1226,0.85,0.9713,0,0,3,gaming,upi,0
4313,,18659.38,265.92,3565,4,1,0.1894,0.03,0.8624,0,0,14,electronics,upi,0
4314,,26889.52,89.54,164,3,0,0.2957,10.97,0.8877,0,0,8,food,net_banking,0
4315,,,375.9,2741,2,0,0.2658,6.11,0.7657,0,0,8,electronics,upi,0
4316,33.0,19736.12,388.77,1431,4,0,0.0893,3.62,0.5926,0,0,0,gaming,upi,0
4317,73.0,46707.04,121.02,805,0,0,0.3468,4.17,0.6954,0,0,21,travel,upi,0
4318,41.0,25576.66,56.2,896,5,0,0.1968,8.5,0.9649,0,0,3,grocery,upi,0
4319,66.0,135544.45,307.66,182,0,0,0.2728,2.22,0.8311,0,0,2,gaming,wallet,0
4320,20.0,180939.3,191.8,557,0,0,0.1524,1.71,0.6819,1,1,7,food,net_banking,0
4321,55.0,30732.62,39.5,1586,6,0,0.0674,0.79,0.9679,0,0,5,food,card,0
4322,43.0,,232.17,654,1,1,0.1972,9.65,0.8097,0,0,12,grocery,net_banking,0
4323,44.0,32430.88,95.2,3873,1,1,0.2728,10.81,0.7364,0,0,14,grocery,card,0
4324,33.0,46395.83,39.54,3310,1,0,0.0829,2.46,0.429,0,0,0,fashion,card,0
4325,73.0,148300.6,126.58,1905,4,0,0.2296,14.42,0.7392,0,1,6,food,card,0
4326,40.0,42548.92,649.29,406,9,0,0.057,7.46,0.8469,0,0,6,food,upi,0
4327,66.0,,602.46,3945,7,0,0.1554,0.41,0.9426,0,0,2,food,wallet,0
4328,42.0,32751.28,463.92,2907,3,0,0.144,11.2,0.9206,0,0,18,fashion,card,0
4329,20.0,,235.61,757,3,0,0.119,3.98,,0,0,22,electronics,card,0
4330,68.0,15000.0,326.61,244,3,1,0.2852,2.16,0.5427,0,0,7,food,card,0
4331,28.0,43111.71,198.66,2490,0,1,0.2403,6.13,0.8732,0,0,4,food,card,0
4332,33.0,53629.31,59.61,191,4,0,0.1859,19.1,0.8091,0,0,5,food,card,0
4333,67.0,38234.59,72.78,2468,6,0,0.1049,4.35,0.903,0,0,22,grocery,net_banking,0
4334,68.0,88436.36,98.08,1785,4,0,0.2442,8.19,0.8856,0,0,11,gaming,card,0
4335,70.0,106532.3,730.93,3525,5,0,0.1552,51.86,0.8404,0,0,21,electronics,wallet,0
9046,62.0,53210.25,461.28,420,5,0,0.0882,1.59,0.7579,0,0,3,gaming,upi,0
4337,61.0,173947.03,61.13,1808,5,0,0.1693,19.02,0.9698,0,0,19,food,card,0
4338,36.0,25142.03,189.87,2196,6,0,0.1579,16.93,0.7632,0,0,14,jewelry,card,0
4339,60.0,111729.42,120.34,3933,3,0,0.0476,14.37,0.9043,0,0,6,fashion,upi,0
4340,46.0,59724.27,154.14,2819,4,0,0.1103,0.39,0.8435,0,0,5,gaming,net_banking,0
4341,20.0,41691.51,105.31,2687,3,1,0.167,8.65,0.8997,0,0,22,gaming,card,0
4342,41.0,43911.73,734.1,1259,2,0,0.265,17.06,0.6284,0,0,14,food,wallet,0
6681,28.0,39321.22,675.92,3556,2,0,0.127,15.38,0.7346,0,0,20,grocery,wallet,0
4344,32.0,61680.2,223.43,801,8,0,0.1584,7.48,0.9755,0,0,18,fashion,card,0
4345,39.0,33156.82,225.25,1584,1,0,0.1669,2.69,0.8592,0,0,7,food,upi,0
4346,46.0,48359.67,64.4,3293,4,0,0.1014,1.58,0.904,1,1,13,food,wallet,0
4347,20.0,35997.99,200.64,425,4,0,0.1057,2.48,0.962,0,0,22,gaming,wallet,0
4348,26.0,28192.5,520.75,686,3,0,0.2894,4.82,0.9398,0,0,15,fashion,card,0
4349,61.0,35086.34,784.97,2355,2,0,0.2468,14.16,0.7942,0,0,17,food,net_banking,0
4350,38.0,29219.82,57.12,3199,4,0,0.4115,1.29,0.7572,0,0,10,electronics,upi,0
4351,52.0,43651.95,39.42,3901,6,1,0.122,7.36,0.8277,1,0,8,gaming,wallet,1
4352,50.0,69769.32,191.54,2360,2,0,0.3675,4.3,0.8279,0,0,3,food,card,0
4353,49.0,58775.43,545.74,2638,3,0,0.1745,0.9,0.8859,0,1,21,jewelry,card,0
4354,41.0,162914.06,257.9,1178,4,2,0.1137,4.31,0.6997,0,1,13,grocery,card,1
4355,45.0,16306.83,355.4,1657,2,0,0.2049,6.91,0.787,0,0,8,jewelry,upi,0
4356,64.0,71198.43,46.19,1277,1,1,0.065,2.3,0.9918,0,0,14,gaming,card,0
4357,73.0,55194.56,101.59,462,1,0,0.217,7.95,0.7094,1,0,23,gaming,card,0
4358,32.0,86138.1,20.02,1501,1,1,0.0784,16.45,0.791,0,0,10,food,card,0
4359,56.0,81564.09,156.1,893,4,0,0.099,0.26,0.7671,0,0,16,food,card,0
4360,,50228.76,20.67,2376,2,0,0.1174,15.12,0.7378,0,1,10,food,card,0
4361,18.0,60478.71,682.4,3022,2,0,0.0733,16.19,0.8768,0,0,3,gaming,upi,0
4362,62.0,36528.59,852.16,3919,3,0,0.0514,2.1,0.7744,0,0,13,food,card,0
3574,36.0,31219.39,72.11,1237,2,1,0.295,7.64,0.8567,0,0,4,food,card,0
4364,73.0,19569.09,39.66,1293,2,1,0.2281,0.69,0.8658,0,1,0,travel,wallet,0
4365,50.0,84317.36,262.09,3756,6,1,0.2693,9.95,0.7897,0,0,7,,card,0
4366,65.0,54303.45,1155.27,3769,11,2,0.1765,3.75,0.6771,0,0,5,grocery,upi,1
4367,27.0,42074.8,289.66,2028,5,0,0.2725,3.71,0.4434,0,0,17,electronics,card,1
4368,26.0,48397.1,588.71,844,7,0,0.3652,6.39,0.8205,0,0,11,travel,upi,1
4369,70.0,50389.12,110.81,3116,2,0,0.2426,2.94,0.646,0,0,7,food,upi,0
4370,48.0,112263.66,75.32,478,4,0,0.2983,5.65,0.7044,1,0,1,jewelry,upi,0
4371,49.0,250000.0,167.69,1463,3,0,0.3307,9.05,0.7372,0,0,23,fashion,card,0
4372,27.0,107582.95,26.21,2142,2,2,0.2976,5.41,0.9243,0,0,19,jewelry,wallet,0
4373,30.0,40302.12,1732.02,3458,8,0,0.0998,6.12,0.7894,0,0,11,grocery,card,0
4374,64.0,77766.69,206.98,3906,5,0,0.0492,0.91,0.9327,0,0,21,food,card,0
4375,35.0,79651.77,428.26,3277,3,0,0.3958,16.19,0.8201,0,0,4,grocery,net_banking,0
4376,51.0,33065.64,113.46,1954,4,1,0.1476,5.7,0.9789,0,0,13,jewelry,upi,0
4377,36.0,27491.96,38.47,367,6,0,0.0976,3.29,0.7855,1,0,10,travel,upi,0
4378,33.0,53118.68,749.02,3205,3,0,0.2851,4.55,0.6878,0,1,15,grocery,wallet,0
4379,27.0,85761.69,58.49,3431,2,0,0.3125,6.72,0.9649,0,0,0,fashion,upi,0
4380,70.0,22665.38,255.14,1906,2,0,0.059,2.52,0.7042,0,0,14,gaming,wallet,0
4381,71.0,,280.35,2229,0,0,0.2723,2.13,0.9744,0,0,8,grocery,card,0
4382,24.0,75361.13,193.82,3404,5,0,0.261,4.62,0.6949,0,0,16,gaming,wallet,0
4383,38.0,56276.73,82.14,554,4,0,0.17,2.69,0.8015,0,0,9,food,card,0
4384,50.0,,154.98,3256,5,0,0.1934,0.84,0.8735,0,1,15,,upi,1
4385,39.0,25307.0,69.61,2065,3,1,0.2762,5.9,0.7994,0,0,4,food,upi,0
4386,59.0,200542.04,404.29,2754,7,0,0.0752,25.45,0.8342,0,0,6,electronics,card,0
4387,32.0,23604.5,318.78,786,5,0,0.1785,4.15,0.9674,0,1,19,grocery,upi,0
4388,21.0,18016.59,176.19,2473,7,0,0.2496,4.06,0.778,0,1,7,fashion,net_banking,0
4389,,53246.45,101.96,1095,4,0,0.2852,4.11,0.656,0,0,23,grocery,card,1
4390,52.0,,1480.71,2087,2,0,0.2033,3.71,0.9258,0,1,7,food,upi,0
4391,28.0,53840.05,48.95,2113,5,0,0.4053,19.16,0.9546,0,0,5,jewelry,card,0
4392,64.0,52814.37,38.41,3828,4,1,0.081,45.0,0.752,0,0,15,grocery,card,0
4393,18.0,49385.53,165.83,2690,3,0,0.0944,20.38,0.6958,0,1,17,jewelry,card,1
4394,21.0,34605.31,139.06,2242,4,0,0.131,2.26,0.7419,0,0,9,fashion,card,0
4395,47.0,69776.28,539.44,1625,5,0,0.3452,14.5,0.5536,0,1,3,travel,wallet,0
4396,47.0,46191.59,343.46,1368,6,0,0.3974,4.49,0.7963,0,0,6,grocery,card,0
4397,34.0,100922.09,185.39,2619,5,1,0.1367,34.94,0.7088,0,0,6,electronics,net_banking,0
4398,32.0,49805.65,296.87,3532,8,0,0.1787,7.31,0.8587,0,1,12,grocery,card,0
4399,21.0,32355.28,291.52,2302,5,1,0.1995,1.72,0.7865,0,0,15,food,upi,1
4400,55.0,21738.66,1475.15,2650,3,0,0.1402,15.21,,1,0,3,fashion,upi,1
4401,39.0,50032.51,231.9,1332,3,0,0.4872,20.36,0.8712,0,0,0,grocery,card,0
4402,24.0,27365.16,91.09,2245,6,0,0.1126,11.18,0.7555,0,0,10,grocery,upi,0
4403,,26176.29,219.52,2300,3,0,0.293,0.76,0.7958,0,0,8,food,card,0
4404,71.0,73510.97,13.12,2738,3,0,0.1393,1.07,0.7281,0,0,14,travel,card,0
4405,32.0,20689.26,174.22,1285,5,0,0.1707,2.93,0.7823,0,0,13,fashion,wallet,0
4406,68.0,,536.97,1415,4,0,0.1759,3.45,0.7386,0,0,14,electronics,wallet,0
4407,32.0,60049.98,328.7,1456,8,0,0.3056,4.82,0.8458,0,0,5,fashion,upi,0
4408,28.0,53689.62,242.62,1700,5,0,0.3788,1.24,0.7595,1,0,7,jewelry,card,1
4409,32.0,31131.24,344.54,1189,5,0,0.2981,5.52,0.7852,0,0,12,electronics,net_banking,0
4410,36.0,83741.77,542.51,806,2,2,0.085,15.18,0.5526,0,0,20,grocery,upi,0
4411,24.0,54912.2,748.59,2015,4,0,0.2566,10.24,0.936,0,0,3,fashion,upi,0
4412,51.0,37712.06,281.58,3424,2,0,0.5592,15.06,0.833,0,0,23,grocery,card,0
4413,37.0,61389.37,131.22,155,5,0,0.3301,1.59,0.9022,0,0,3,fashion,upi,0
4414,58.0,21797.63,17.8,2672,1,0,0.2722,12.05,0.4853,1,0,23,electronics,card,0
4415,45.0,22374.08,478.73,3271,3,0,0.1507,15.51,0.5871,0,0,19,fashion,card,0
4416,43.0,29702.49,301.32,3302,2,1,0.0368,31.85,0.6524,0,0,2,fashion,upi,0
4417,44.0,66657.87,209.69,3415,2,0,0.0988,2.43,0.8755,1,1,4,grocery,net_banking,1
4418,26.0,54901.52,90.46,1290,5,0,0.097,15.64,0.6517,0,0,11,,upi,0
4419,,97931.85,472.53,430,6,0,0.1912,14.32,0.7803,0,0,23,fashion,wallet,0
4420,23.0,33159.82,139.17,3981,4,0,0.1175,28.53,0.7244,0,0,7,grocery,upi,0
4421,59.0,75444.74,173.91,2808,4,1,0.2461,37.61,0.8249,0,0,8,fashion,card,0
4422,74.0,51661.06,170.2,1448,8,2,0.0781,22.29,0.5487,0,0,20,food,card,1
4423,61.0,32741.99,282.25,3412,7,1,0.2345,5.05,0.8277,1,0,23,fashion,card,0
4424,43.0,67982.64,57.07,1434,5,0,0.3115,7.31,0.8833,0,0,19,food,wallet,0
4425,35.0,53038.96,315.93,3004,8,0,0.1337,8.25,0.9223,0,0,7,,card,1
4426,67.0,38912.58,87.54,3843,4,1,0.1498,11.65,0.91,0,0,4,gaming,wallet,1
4427,32.0,56285.26,90.66,3078,4,0,0.0917,4.52,0.768,0,0,19,food,upi,0
4428,45.0,51218.02,436.24,2630,5,0,0.1608,6.21,0.7941,0,0,23,grocery,upi,0
4429,61.0,50542.0,66.55,788,4,0,0.3058,7.01,0.6984,0,1,2,food,,0
4430,70.0,43833.88,435.46,3735,4,0,0.0527,4.66,0.7857,0,0,11,grocery,wallet,0
4431,70.0,26832.44,199.2,1720,4,0,0.1165,12.32,0.7852,1,0,7,food,upi,0
4432,23.0,57308.8,34.63,2503,5,1,0.0739,1.93,0.9275,0,0,11,grocery,card,0
4433,69.0,35369.16,704.46,2459,3,0,0.4882,3.31,0.8087,0,0,0,electronics,card,0
4434,24.0,31379.42,245.48,1008,3,1,0.2813,6.92,0.7637,0,0,20,fashion,card,0
4435,51.0,48180.21,266.96,2424,4,0,0.3052,2.76,0.9827,0,0,21,food,card,0
4436,70.0,82355.71,492.85,1581,4,1,0.1001,11.83,0.8451,0,0,6,grocery,wallet,0
4437,55.0,60911.42,806.08,1417,2,0,0.177,10.76,0.5655,0,1,17,electronics,card,1
4438,72.0,41067.0,220.08,3439,4,1,0.2564,9.25,0.9688,1,0,21,jewelry,upi,0
4439,37.0,40168.89,333.7,2896,6,0,0.0431,7.49,0.6769,0,0,0,electronics,card,1
4440,35.0,78025.09,260.9,1973,3,0,0.1165,8.88,0.8757,0,0,14,gaming,card,0
4441,36.0,15000.0,127.75,106,3,0,0.0738,14.37,0.8586,1,0,14,electronics,card,0
4442,38.0,85275.22,36.95,2844,3,0,0.2218,2.13,0.9514,0,0,4,travel,upi,0
4443,56.0,19621.47,223.16,2960,5,1,0.0159,13.16,0.7938,0,0,3,food,upi,0
1899,60.0,52205.53,677.14,2215,3,1,0.2802,10.58,0.8978,1,0,17,fashion,card,0
4445,60.0,41449.96,322.56,3035,2,0,0.3172,0.73,0.6795,0,0,9,food,card,0
4446,41.0,181435.73,61.9,1617,6,0,0.0903,12.65,0.8037,0,0,0,electronics,net_banking,0
4447,35.0,138367.59,539.41,2938,5,0,0.4933,17.4,0.7645,0,0,17,grocery,card,0
4448,28.0,81117.72,132.09,3362,6,0,0.2282,3.98,0.9165,0,0,0,grocery,wallet,0
4449,49.0,66915.56,22.22,2810,7,1,0.1197,1.83,0.7836,0,0,15,grocery,card,0
4450,69.0,19748.57,498.13,3765,1,0,0.1143,4.15,,0,1,6,fashion,upi,0
4451,66.0,59952.36,69.94,333,3,0,0.0731,31.63,0.9424,0,0,23,grocery,wallet,0
4452,32.0,,1068.15,1317,8,1,0.0747,0.62,0.9559,0,1,19,food,card,1
4453,45.0,35098.73,567.21,265,1,1,0.2532,15.71,0.8426,0,0,0,electronics,card,0
4454,,59887.92,143.33,715,4,0,0.187,3.28,0.8671,0,0,8,food,card,1
4455,52.0,42445.58,284.95,1513,5,0,0.1541,6.82,0.5617,0,0,2,grocery,card,0
4456,21.0,88716.68,2032.2,122,7,0,0.3954,1.48,0.6177,0,0,11,food,upi,0
4457,51.0,18964.3,489.29,1602,5,0,0.095,12.77,,0,0,8,travel,card,0
4458,20.0,57316.55,228.41,535,6,0,0.3081,2.42,0.6897,0,0,6,travel,card,0
4459,24.0,33914.06,3236.06,479,2,0,0.2137,19.39,0.9377,0,0,22,grocery,upi,0
4460,55.0,43905.23,202.46,3347,5,1,0.2085,1.96,0.8024,0,0,15,jewelry,card,0
4461,23.0,65031.89,322.07,2984,3,0,0.1457,16.3,0.6939,0,1,12,food,card,1
4462,37.0,29749.55,70.58,1839,1,0,0.0642,10.52,0.9223,0,0,4,jewelry,wallet,0
4463,51.0,60199.31,33.72,2282,5,0,0.0983,7.8,0.8021,0,0,9,grocery,upi,0
4464,55.0,48937.66,134.98,1187,2,0,0.1663,3.58,0.7164,0,0,23,electronics,upi,0
4465,43.0,38244.91,187.05,1957,7,1,0.3348,8.7,0.8296,0,1,14,grocery,upi,1
4466,23.0,42458.13,250.19,3109,4,1,0.1442,6.38,0.8959,0,1,7,grocery,wallet,0
4467,63.0,50518.0,43.52,2100,3,0,0.2888,8.13,0.7767,1,1,0,food,wallet,0
4468,72.0,36054.19,348.5,3179,1,0,0.0779,1.78,0.7574,1,0,4,electronics,card,0
4469,68.0,55215.03,78.46,1954,5,1,0.0726,13.11,0.7416,0,0,12,gaming,card,0
4470,60.0,47197.27,330.86,1467,3,1,0.1542,1.91,0.8251,0,0,18,grocery,upi,0
4471,40.0,39296.2,458.46,3582,5,0,0.0584,10.16,0.7303,1,0,13,fashion,card,0
4472,67.0,131860.75,121.2,3608,2,0,0.2789,5.88,0.6862,1,0,3,food,net_banking,0
4473,45.0,69111.09,68.66,937,6,0,0.1265,4.89,0.7505,0,0,3,fashion,card,1
4474,25.0,44560.22,842.7,1868,1,0,0.1946,6.91,0.6909,0,0,6,gaming,upi,0
4475,66.0,59594.09,430.9,3096,3,0,0.3432,13.19,0.7682,0,0,12,grocery,wallet,0
4476,36.0,31267.59,209.54,1067,2,0,0.1409,6.35,0.6953,0,0,23,grocery,card,0
4477,71.0,43254.83,781.63,3002,4,0,0.3343,20.47,0.5973,0,0,3,travel,card,0
4478,38.0,46122.02,195.63,3602,4,1,0.1913,4.65,0.8413,0,0,2,gaming,card,0
4479,67.0,27704.55,96.78,966,5,0,0.0737,14.25,0.796,0,0,22,food,upi,0
4480,48.0,68059.2,66.11,637,6,0,0.1536,7.52,0.8032,0,0,6,gaming,upi,0
4481,44.0,41647.7,161.61,3780,3,0,0.0729,13.16,0.5311,0,0,21,gaming,upi,0
4482,34.0,45232.98,389.43,3983,4,1,0.3053,3.93,0.8501,0,1,3,food,upi,0
4483,65.0,40226.95,722.5,3438,3,0,0.2792,1.97,0.8264,0,0,23,food,card,1
4484,21.0,250000.0,184.28,2464,4,1,0.0301,3.33,0.7825,1,0,14,jewelry,card,0
4485,44.0,38202.27,605.52,369,1,0,0.1155,4.04,0.9079,0,1,9,grocery,wallet,0
4486,39.0,17629.27,145.28,3663,1,1,0.1672,2.31,0.9511,0,0,5,food,card,0
4487,48.0,22813.91,82.38,819,2,0,0.1274,7.49,0.8251,0,0,18,grocery,card,0
4488,32.0,83508.6,48.75,739,1,0,0.1061,7.32,0.9159,0,0,7,food,wallet,0
4489,55.0,114707.13,108.5,2877,2,0,0.2235,10.06,0.8118,0,1,9,gaming,card,0
4490,39.0,37801.35,50.62,1574,1,0,0.1156,12.75,,0,0,1,travel,net_banking,0
4491,28.0,111136.09,1342.74,3474,7,0,0.369,20.98,0.645,1,0,16,electronics,upi,0
4492,29.0,82699.01,279.29,3496,2,0,0.3471,2.82,0.8901,0,0,6,grocery,upi,0
4493,57.0,49556.78,163.59,3226,3,1,0.7309,4.35,0.9718,1,0,14,travel,upi,0
4494,32.0,47659.77,1007.23,3353,5,0,0.1035,15.21,0.983,0,0,9,fashion,wallet,0
4495,35.0,,48.94,2197,4,0,0.1464,2.06,0.6394,0,0,3,food,upi,0
4496,53.0,89115.55,156.93,3491,7,1,0.1537,7.16,0.5683,0,0,19,electronics,upi,0
4497,36.0,68432.32,1329.6,3663,6,0,0.0489,12.83,0.9373,0,0,8,travel,net_banking,0
4498,40.0,37905.21,155.85,1143,2,1,0.1663,18.93,0.9081,0,0,1,electronics,wallet,0
4499,31.0,49974.82,2079.27,1718,4,0,0.0975,8.81,0.7355,1,1,8,,upi,1
4500,37.0,163535.17,394.87,2481,6,1,0.2706,2.58,0.8412,1,0,11,grocery,upi,1
4501,57.0,63149.24,664.4,3441,3,0,0.0756,0.88,0.83,0,0,11,electronics,wallet,0
4502,48.0,88717.94,683.93,1576,6,0,0.0846,5.87,0.7555,1,0,15,travel,wallet,1
4503,74.0,74015.16,180.29,1062,3,0,0.0536,6.05,0.6748,1,0,0,grocery,card,0
4504,61.0,63923.05,110.47,1303,3,0,0.1821,9.9,0.5814,0,0,17,electronics,upi,0
4505,18.0,58388.42,160.38,3204,2,0,0.125,15.54,0.7716,0,0,4,food,card,0
5681,28.0,23450.09,51.64,676,5,0,0.0541,4.16,0.8096,0,0,8,jewelry,card,0
4507,34.0,,168.51,1042,5,0,0.1741,4.88,0.9707,0,0,22,gaming,upi,0
4508,51.0,63591.17,179.21,2868,5,1,0.324,15.8,0.8947,1,0,1,grocery,upi,1
4509,33.0,37553.4,974.76,2650,4,0,0.3302,6.3,0.832,0,0,17,,upi,1
4510,73.0,67992.03,325.78,2088,2,0,0.2244,1.34,0.9789,0,0,23,food,card,0
4511,35.0,53009.91,1911.37,2490,5,0,0.1107,10.3,0.855,0,1,7,food,card,1
4512,47.0,46422.88,20.77,945,3,0,0.0793,28.16,0.8888,0,1,4,food,,1
4513,25.0,240005.05,53.3,754,5,0,0.0458,10.61,0.8755,0,0,20,electronics,upi,0
4514,69.0,23590.76,126.17,3235,2,1,0.1465,5.54,0.6948,0,0,9,,card,0
4515,69.0,93178.34,800.67,2729,2,0,0.3158,27.92,0.6988,0,0,18,travel,upi,0
4516,63.0,34221.84,161.32,3911,5,1,0.2173,7.97,0.7796,0,0,21,gaming,wallet,0
4517,,59115.35,41.48,3757,6,0,0.5313,2.95,0.7441,0,0,6,travel,card,0
4518,21.0,225891.84,140.87,1470,3,0,0.2758,23.96,0.8601,0,0,14,jewelry,card,0
4519,,32395.85,54.35,1866,8,0,0.2308,2.37,0.623,0,0,15,fashion,net_banking,0
4520,42.0,36936.61,44.67,3401,7,0,0.1198,4.07,0.8702,0,0,15,grocery,card,0
4521,74.0,54472.75,1328.47,43,4,0,0.2132,0.71,0.7038,0,0,9,travel,card,0
4522,57.0,34513.96,126.64,3459,5,0,0.1718,17.56,0.5896,1,0,23,electronics,card,0
4523,48.0,89439.66,214.03,695,7,0,0.3988,5.8,0.9403,0,0,6,grocery,upi,0
4524,74.0,40990.57,164.02,1064,3,0,0.125,6.69,0.851,0,1,4,food,net_banking,0
4525,63.0,78809.89,139.97,1943,10,1,0.1208,17.03,0.8287,0,0,8,grocery,upi,1
4526,44.0,26477.07,77.66,2830,3,2,0.2758,13.08,0.833,0,1,4,food,card,0
4527,19.0,20360.07,131.94,1434,5,0,0.0215,5.94,0.7767,0,1,7,gaming,upi,1
4528,23.0,48491.64,252.19,3755,3,1,0.3707,7.21,0.8816,0,0,18,electronics,upi,0
4529,43.0,23211.64,743.67,3137,6,0,0.3432,3.0,0.819,0,0,2,food,card,0
4530,50.0,126770.85,464.24,2967,3,1,0.2378,15.16,0.5858,0,0,1,food,card,0
4531,19.0,23711.05,53.19,3096,5,0,0.1783,8.49,0.9002,0,0,0,fashion,wallet,0
4532,,31081.27,483.71,149,1,0,0.0952,0.67,0.8842,0,0,15,fashion,card,0
4533,58.0,,289.57,3297,3,0,0.1465,5.54,0.8406,0,1,19,food,card,0
4534,60.0,39838.47,96.37,2429,6,0,0.3357,4.82,0.5969,0,0,22,food,card,0
4535,19.0,23860.39,215.95,769,4,0,0.1763,2.27,0.7902,0,0,16,jewelry,card,0
4536,46.0,168901.12,319.02,3120,3,0,0.2401,23.06,0.8486,1,0,16,food,net_banking,0
9153,35.0,45384.93,725.24,1059,6,1,0.194,2.23,0.7361,0,0,20,fashion,upi,0
4538,59.0,49372.39,290.96,2484,1,2,0.284,7.31,0.9322,0,0,19,grocery,upi,0
4539,65.0,49022.4,75.94,2290,8,1,0.1153,17.29,0.9003,0,0,18,food,card,0
4540,67.0,81288.39,1320.53,144,6,0,0.155,0.11,0.8864,0,1,13,grocery,wallet,0
4541,,70925.29,26.15,1517,4,0,0.1487,16.86,0.8744,0,0,9,grocery,upi,0
4542,53.0,34903.69,320.8,507,5,0,0.2483,6.39,0.7147,0,0,3,travel,card,0
4543,70.0,45976.4,259.75,3787,1,0,0.4543,17.28,0.6378,0,0,6,electronics,,0
4544,52.0,48546.68,342.37,3212,6,0,0.1626,1.8,0.9629,0,0,0,gaming,upi,0
4545,43.0,83034.89,88.64,3983,4,0,0.4124,2.08,0.7712,1,1,8,grocery,,0
4546,61.0,28926.44,579.49,1967,5,0,0.0559,4.7,0.6878,0,0,15,electronics,wallet,0
6308,25.0,74494.75,165.09,2086,10,0,0.056,10.28,0.7886,0,0,19,electronics,upi,1
4548,66.0,36226.19,54.97,3833,4,2,0.3482,48.09,0.828,0,0,2,electronics,upi,0
4549,47.0,,60.23,1247,1,0,0.018,3.38,0.6139,0,0,0,gaming,upi,0
4550,67.0,29059.31,203.91,1677,3,1,0.1355,0.4,0.7188,0,0,6,grocery,wallet,0
4551,20.0,26932.82,36.47,560,4,0,0.3558,2.23,0.7999,0,0,0,food,card,0
4552,20.0,34001.26,1089.49,3292,1,0,0.0921,0.56,0.7576,0,0,21,travel,card,0
4553,23.0,32250.88,513.82,505,3,0,0.0922,9.01,0.7246,0,0,2,electronics,upi,0
4554,49.0,43793.78,1118.56,170,4,0,0.1105,0.32,0.9864,0,0,23,food,wallet,0
4555,58.0,32101.49,1006.65,3338,3,0,0.1819,6.44,0.7598,0,0,8,electronics,net_banking,0
6587,49.0,29770.32,124.91,376,5,1,0.3979,6.94,0.7629,0,0,20,travel,upi,0
4557,26.0,35755.07,75.46,3419,4,0,0.0949,5.8,0.9739,0,0,8,grocery,wallet,0
4558,,33640.63,12.37,3440,4,1,0.1199,0.37,0.8563,0,1,19,travel,upi,1
4559,,44309.55,119.91,592,6,0,0.2451,4.55,0.787,0,0,0,food,card,0
4560,54.0,94954.19,1052.17,1467,3,0,0.0885,7.15,0.871,1,0,7,grocery,upi,0
4561,45.0,61899.68,78.66,3067,2,0,0.1859,5.38,0.5936,0,0,5,fashion,card,0
4562,41.0,52065.57,145.92,1258,9,0,0.5624,0.8,0.5342,1,0,9,electronics,wallet,0
4563,19.0,,103.38,3119,0,0,0.0621,5.24,0.7897,0,1,13,food,card,0
