Age,Gender,Annual_Income,Employment_Years,Existing_Debt,Credit_History_Years,Num_Credit_Accounts,Late_Payments,Loan_Amount,Credit_Score
32.0,Female,24644,5.1,14087,13.7,9,2,24505,558
51.0,Female,100207,4.4,12119,27.1,4,0,30629,683
48.0,Female,34487,9.7,2778,24.9,7,1,6483,650
38.0,Female,59656,7.0,5558,13.1,5,0,52657,571
41.0,Female,44102,11.8,27336,11.9,9,1,37345,621
23.0,Male,46222,13.0,11087,4.3,5,1,13984,595
53.0,Female,52909,2.3,24752,26.6,8,1,27939,593
38.0,Male,147992,6.0,48687,14.7,7,1,161342,580
60.0,Male,112120,10.2,29085,38.9,5,1,29482,700
59.0,Female,71088,28.3,44487,38.7,4,1,34872,735
52.0,Male,143998,12.5,31325,33.8,7,1,63322,692
21.0,Female,39304,5.8,4111,1.0,10,1,24482,566
36.0,Female,72705,12.9,7845,13.1,7,1,13679,667
27.0,Male,43426,4.5,6118,1.0,3,3,51656,522
21.0,Male,32119,5.4,13144,1.0,4,1,23311,531
37.0,Female,54288,8.7,23226,9.2,5,0,64641,582
21.0,Female,127857,9.2,53120,1.0,10,1,142547,575
29.0,Male,52032,3.6,13850,1.0,6,1,33578,518
,Male,59366,7.8,12333,30.7,9,1,13973,627
42.0,Male,43575,4.3,3993,20.9,6,1,7235,597
45.0,Male,52455,7.0,31410,26.5,7,1,57802,627
55.0,Male,31996,6.3,14951,33.0,5,0,5504,617
55.0,Female,130221,12.7,49187,31.6,3,3,101118,566
46.0,Male,73597,17.3,33412,21.1,7,0,22161,653
42.0,Female,34099,11.3,11892,11.6,5,1,15040,598
38.0,Female,29816,1.5,17744,12.6,3,1,12708,514
22.0,Male,112237,7.7,32939,1.7,3,2,81813,579
55.0,Male,126353,10.9,77029,32.8,5,1,70304,653
54.0,Female,32662,5.0,10299,34.6,1,1,37291,586
37.0,Male,62151,3.6,17487,10.1,7,1,32777,569
30.0,Female,65857,4.9,9241,6.1,5,1,33369,590
50.0,Male,62469,5.3,29352,27.4,5,1,58543,574
38.0,Male,67463,12.7,25864,17.0,8,3,78497,600
41.0,Female,42200,9.8,26629,10.6,7,1,34656,557
32.0,Male,82795,1.7,14109,6.8,6,0,64879,575
48.0,Male,26811,5.4,6188,27.5,8,3,4884,536
41.0,Male,43938,4.4,4529,13.7,9,0,19624,622
47.0,Female,27339,3.9,4437,22.3,6,0,14393,587
30.0,Male,158978,9.4,57161,8.7,7,2,44192,602
49.0,Female,41792,4.7,7336,25.9,2,0,24753,594
40.0,Male,78008,0.9,8723,17.7,4,2,54879,561
47.0,Female,50952,9.4,20434,22.7,4,2,47067,587
50.0,Male,35521,3.8,6805,29.9,8,2,14310,630
50.0,Female,43048,14.2,17843,24.8,6,0,7252,674
54.0,Female,30595,16.7,14006,34.9,4,1,24078,716
53.0,Female,33764,10.9,8829,34.2,6,3,37919,611
21.0,Male,70570,9.8,38296,1.0,5,0,75124,535
31.0,Female,78368,9.2,9612,5.6,4,2,13201,538
57.0,Male,40192,8.1,16924,28.7,6,2,20824,611
38.0,Male,150813,17.4,31708,11.7,8,2,172051,608
33.0,Female,87023,5.5,20583,2.1,5,3,44679,523
27.0,Male,115158,9.0,42325,7.6,3,3,30135,546
40.0,Male,72273,4.6,34500,11.9,5,1,29856,564
53.0,Male,29415,2.6,8816,24.3,5,2,30958,534
32.0,Male,36014,7.8,7748,12.8,4,1,31804,578
40.0,Male,50874,7.5,32773,10.1,3,2,8711,501
43.0,Male,29347,12.6,2462,17.8,7,0,24311,681
43.0,Male,39461,5.7,5649,20.8,5,2,34666,572
36.0,Male,48061,7.4,19456,15.3,4,0,8437,600
39.0,Female,66927,8.3,38146,19.4,4,3,24131,530
36.0,Female,40808,9.0,26180,6.9,7,3,32883,538
45.0,Male,74195,8.6,29339,13.6,3,1,61814,554
31.0,Male,77222,10.3,8586,1.0,3,0,28531,591
37.0,Male,39863,12.3,24126,13.0,4,3,27897,608
35.0,Female,27472,5.9,11594,13.6,5,1,23988,560
54.0,Female,70598,7.4,20335,29.2,5,1,85502,638
21.0,Female,74502,10.1,45351,1.0,4,3,44601,507
34.0,Male,51698,8.2,4421,6.8,5,4,34775,540
21.0,Female,106929,8.1,10706,1.0,3,1,37178,567
49.0,Female,94417,3.8,39103,18.6,3,0,26232,576
41.0,Male,33557,12.0,5866,16.8,4,2,25832,606
36.0,Female,55130,7.9,14089,16.8,6,1,47930,595
55.0,Male,40361,9.9,18476,29.6,5,1,32598,634
25.0,Female,41208,7.8,22587,6.4,5,1,8078,548
32.0,Female,178965,19.8,43515,13.7,7,5,73032,609
41.0,Male,85312,6.9,9362,13.6,6,2,32761,651
30.0,Female,43180,16.2,8617,2.7,4,4,32263,569
45.0,Male,90406,18.7,29007,15.0,7,3,89500,647
26.0,Female,97064,4.6,44015,1.0,9,0,15767,560
45.0,Male,51506,5.2,17889,14.0,4,3,41146,562
34.0,Male,68858,15.0,39948,15.6,4,2,58408,594
30.0,Male,171835,16.4,50720,1.0,7,1,147783,597
49.0,Female,41906,1.7,14662,17.5,3,1,16771,546
32.0,Female,32766,14.7,17351,7.3,6,0,20975,626
39.0,Male,87824,10.5,25755,9.3,6,1,52222,606
32.0,Male,23251,5.2,7558,2.1,9,1,4675,584
41.0,Male,124529,6.5,31316,16.2,4,0,120155,581
59.0,Female,62551,9.8,36587,32.9,2,2,65015,612
36.0,Male,37520,11.0,21027,17.6,8,1,7104,598
43.0,Female,67348,7.5,36264,11.2,5,1,36670,590
35.0,Male,99184,6.6,25157,12.4,7,0,48120,637
55.0,Female,128240,8.2,58190,24.1,4,3,127101,533
27.0,Female,39901,7.2,21632,1.0,4,3,16221,517
31.0,Male,59791,4.6,28918,6.2,9,0,68480,563
52.0,Female,22733,9.1,4149,29.2,9,0,19261,684
21.0,Male,85244,0.9,38286,1.0,5,1,34096,532
33.0,Male,72246,16.1,37274,11.3,5,2,39057,601
45.0,Male,95195,4.2,34023,17.7,6,0,31401,600
46.0,Male,36443,8.7,11163,21.7,7,3,36539,579
61.0,Female,49456,13.4,28116,40.0,6,1,15303,716
67.0,,225899,3.7,33248,36.3,3,0,113282,678
39.0,Female,52625,6.8,31557,18.5,7,2,42455,584
47.0,Female,108816,4.2,45371,18.9,4,3,124912,531
35.0,Female,61968,2.9,19641,9.9,6,0,26191,597
38.0,Male,40070,18.3,23739,11.5,3,0,49470,653
41.0,Female,67169,7.2,10857,16.1,5,1,76193,575
30.0,Female,73100,8.0,45040,3.2,3,0,57965,554
37.0,Male,42042,6.6,5537,15.1,5,1,15892,605
37.0,Male,59244,7.4,5402,16.5,6,3,29977,566
21.0,Female,135964,8.3,73290,1.0,4,0,91185,550
24.0,Male,48570,4.3,23572,1.0,2,3,28049,490
40.0,Male,56776,10.4,17276,18.2,5,5,36563,541
38.0,Male,122800,1.1,67847,6.8,4,0,110851,511
28.0,Female,111282,9.9,25847,6.8,9,4,22087,604
49.0,Male,106183,9.8,26120,30.3,4,1,82890,633
45.0,Female,50778,5.8,30246,25.7,5,1,30848,572
49.0,Female,52135,7.8,29647,30.1,5,0,12684,639
55.0,Female,162735,4.0,47970,31.7,3,0,67323,631
,Male,49884,5.1,15025,1.1,7,1,25829,580
52.0,Female,116360,6.7,60478,23.0,9,3,95217,552
48.0,Male,43033,7.6,6415,23.3,4,0,11931,639
49.0,Female,60666,9.1,9172,23.4,6,1,54768,613
30.0,Male,28115,6.4,7749,1.8,6,2,8072,575
35.0,Female,35449,1.9,20890,15.8,5,2,29042,556
39.0,Female,20200,5.6,12363,13.1,9,2,22856,545
57.0,Male,27229,4.3,8975,27.8,2,1,27655,555
69.0,Female,94542,13.6,12353,40.0,7,1,106548,729
36.0,Male,49265,6.3,28625,5.3,2,0,27267,545
51.0,Female,52218,16.1,17356,32.5,4,2,16968,708
42.0,Male,100543,13.4,12647,23.4,6,2,44985,672
37.0,Male,25696,3.6,11895,12.2,6,0,29261,538
34.0,Male,48488,11.9,27708,10.3,3,3,28480,550
46.0,Female,31619,12.3,9984,23.8,6,1,31832,652
41.0,Male,49476,1.9,25326,16.6,3,1,53462,553
30.0,Male,82583,0.6,24677,1.0,4,3,38093,491
49.0,Female,81165,6.4,13169,19.0,7,2,30729,604
43.0,Male,90094,9.9,51042,13.6,3,0,15859,567
35.0,Female,32502,2.8,10629,4.9,4,0,27491,564
40.0,Female,31696,5.0,10634,13.9,2,2,8430,537
37.0,Female,63838,3.8,28151,17.5,5,1,59890,556
56.0,Female,35549,12.3,20359,34.2,7,1,12109,688
21.0,Male,87994,15.9,32309,1.0,4,2,24667,573
32.0,Male,51911,8.4,29124,13.9,6,0,33488,609
52.0,Female,81444,5.2,47200,25.5,5,2,73082,531
42.0,Female,53773,9.5,19578,10.1,6,3,18709,580
37.0,Female,51526,7.8,31354,11.9,3,0,20766,581
37.0,Female,73280,9.5,12704,14.9,6,1,56406,601
48.0,Male,58080,6.9,8342,18.4,4,2,35392,562
39.0,Female,65301,3.1,7944,11.3,7,2,71394,544
34.0,Male,89654,1.9,18271,4.5,8,2,47683,537
48.0,Male,88927,6.8,57591,17.0,5,3,86743,548
38.0,Female,81491,3.3,51631,10.7,6,3,71633,546
59.0,Male,72637,4.5,7218,27.7,7,0,58466,616
33.0,Male,78853,8.1,17105,7.1,1,3,53039,520
25.0,Male,46507,7.7,13858,1.0,4,1,10767,553
25.0,Female,52990,14.3,32955,2.2,5,0,10145,582
40.0,Female,24012,15.5,7005,16.6,6,0,29415,676
23.0,Male,32836,5.7,15908,4.9,5,2,29515,495
23.0,Male,62547,7.8,7301,1.0,9,0,48025,566
30.0,Male,86662,7.2,23664,7.0,4,2,21580,525
21.0,Female,50108,8.0,6209,1.0,6,1,43901,548
42.0,Male,46193,9.9,18434,10.3,2,0,16713,585
60.0,Male,81065,1.9,48968,30.9,2,3,46859,543
31.0,Female,38323,7.9,16187,8.9,4,1,6023,557
42.0,Male,51601,1.7,28172,11.4,4,1,47465,527
50.0,Female,129044,8.4,52561,21.1,7,1,51728,608
26.0,Male,94583,6.5,24294,1.0,9,1,30282,586
41.0,Male,51105,9.5,16121,13.9,7,3,38049,612
21.0,Female,113597,6.6,60774,1.0,6,1,64259,564
49.0,Male,59593,3.5,20328,30.2,5,1,56690,615
33.0,Female,55971,6.8,17202,2.3,3,2,51069,505
43.0,Male,37138,1.5,21229,22.2,9,2,42352,566
34.0,Female,67394,15.3,14531,15.7,5,0,73375,636
36.0,Male,18582,12.4,11253,16.8,4,3,10937,539
43.0,Male,117707,5.2,26819,19.3,7,2,29465,635
35.0,Female,107110,6.6,59854,6.9,5,3,101577,537
27.0,Male,78975,5.4,13886,4.4,3,2,73848,543
26.0,Male,47789,3.8,7310,4.3,6,1,26356,509
,Male,35302,1.9,19417,2.2,6,2,21042,528
25.0,Female,42626,7.7,22214,2.6,2,1,35982,520
49.0,Male,162212,4.3,54980,27.8,4,1,180000,532
29.0,Male,54579,12.2,33764,1.0,4,3,16640,509
38.0,Female,40877,4.3,7026,14.7,6,5,46126,530
55.0,Male,26094,2.8,12653,27.1,6,3,9194,595
43.0,Female,85726,11.6,22696,18.6,6,0,30531,645
41.0,Female,23560,3.2,13149,21.0,4,2,16208,541
33.0,Female,48619,6.8,20708,4.7,2,1,25766,545
30.0,Male,125865,0.7,65176,7.6,4,1,99066,489
60.0,Female,48868,15.1,16055,33.2,3,1,28053,670
54.0,Female,76124,6.5,26692,33.3,3,5,81801,579
50.0,Male,42494,5.4,26245,26.3,5,1,21927,631
54.0,Female,98652,4.9,25793,25.7,4,2,61786,634
45.0,Male,45196,4.6,3650,24.2,4,2,42893,598
41.0,Female,36817,2.3,17807,18.7,5,1,24450,552
46.0,Male,61597,3.3,14310,16.7,6,2,36092,554
53.0,Female,71512,8.4,18505,28.8,5,0,68796,610
26.0,Female,64339,7.2,11037,2.2,4,3,54562,485
41.0,Female,110667,19.2,28448,18.7,5,1,125094,661
42.0,Male,28146,12.0,16153,11.5,6,0,34862,626
34.0,Male,44699,8.1,18607,5.8,6,0,7907,606
46.0,Female,43236,2.3,23304,17.5,2,0,7469,584
46.0,Male,63198,6.3,38230,20.7,4,3,52159,538
44.0,Female,62580,10.1,5666,20.0,8,1,21287,685
28.0,Male,59060,16.8,23090,2.9,10,0,36197,675
35.0,Male,45595,8.0,22197,8.3,7,3,21506,507
42.0,Male,116571,5.6,74242,20.4,2,4,110154,460
50.0,Male,78546,12.0,27842,20.7,4,2,52476,572
,Male,60650,10.0,38265,6.1,9,1,17219,590
34.0,,139193,14.7,66874,4.4,2,1,91353,590
43.0,Male,71080,5.0,18195,22.5,3,1,11181,607
21.0,Female,44201,7.7,17377,1.0,4,2,21866,556
40.0,Male,65487,0.4,27297,10.6,7,1,18688,553
57.0,Male,18000,21.3,9347,30.8,5,1,14207,680
42.0,Male,41633,5.8,14063,18.0,5,4,30652,571
39.0,Male,44099,4.6,14939,15.3,6,3,34556,521
58.0,Male,31718,4.1,17378,37.4,9,2,26003,587
39.0,Male,48506,8.9,13242,8.4,5,0,24368,560
43.0,Female,35779,4.5,18780,12.3,7,2,21328,547
47.0,Male,118392,8.7,34109,22.0,7,1,132509,589
32.0,Female,71109,10.0,26902,1.0,10,0,76419,593
44.0,Female,129669,12.5,64361,25.1,7,1,81007,626
29.0,Male,55623,8.6,11022,9.8,8,1,66738,575
47.0,Female,19535,16.4,2756,15.7,5,3,3615,559
40.0,Male,52265,4.6,12728,13.6,4,0,54244,577
41.0,Female,146549,6.4,43493,21.7,4,0,176776,597
21.0,Male,20632,6.5,10273,1.0,2,0,11625,539
70.0,Male,36441,5.8,21100,40.0,8,0,23389,659
25.0,Female,34973,13.6,3736,1.0,6,1,41215,615
42.0,Female,40622,7.0,11371,18.4,2,1,13671,564
57.0,Male,94568,4.0,22023,34.6,3,0,29714,647
57.0,Male,167210,3.4,21450,33.1,7,0,180000,637
40.0,Male,105878,11.1,59361,18.4,5,2,20430,575
25.0,Male,63566,5.4,11321,6.4,5,5,14689,548
24.0,Male,44034,12.8,11731,1.0,5,1,22269,543
38.0,Male,57783,9.7,12535,17.0,6,0,9610,648
21.0,Male,47995,16.4,14895,1.0,5,3,50019,576
27.0,Male,91210,6.6,18396,1.0,7,2,111020,544
34.0,Male,135611,12.1,21418,14.0,3,0,37561,637
53.0,Male,40660,4.2,20064,29.7,6,2,7451,610
39.0,Female,24958,3.0,4650,12.3,8,1,10874,552
50.0,Male,124401,2.7,76435,26.3,4,1,105147,586
29.0,Female,61411,14.0,34178,1.0,5,3,26242,540
21.0,Male,54218,1.3,22708,1.0,7,0,39761,538
32.0,Female,44905,4.1,12469,1.0,1,2,38683,470
38.0,Female,73114,9.9,36003,7.2,7,1,45984,574
47.0,Male,220979,16.7,52180,15.4,4,0,35745,673
56.0,Male,78623,7.9,13747,33.0,10,2,23181,662
57.0,Male,42487,8.3,25094,34.9,6,3,13437,607
52.0,Female,153123,6.4,72969,28.9,8,2,66318,615
31.0,Male,94198,29.5,58214,5.2,5,3,38889,632
45.0,Male,39959,8.0,19073,20.7,6,2,31799,605
32.0,Female,101891,12.7,64613,10.2,6,1,98154,572
38.0,Male,63467,4.4,9696,9.5,5,0,10157,571
43.0,Female,39445,5.6,23969,11.4,8,2,27126,580
29.0,Female,56703,3.9,8251,1.5,7,2,30799,531
37.0,Female,35015,11.1,17870,7.8,2,0,6839,622
25.0,Female,141436,9.2,47532,1.0,4,0,111878,545
70.0,Female,72355,11.5,14812,40.0,6,1,88678,680
30.0,Male,52916,6.2,28873,4.6,3,1,15243,537
49.0,Male,43859,7.1,8089,22.7,4,2,24000,578
48.0,Male,41554,1.5,11325,27.6,4,2,25206,560
57.0,Male,92332,6.5,32271,36.9,5,1,105478,636
41.0,Male,68356,1.6,13968,22.0,4,1,39068,565
27.0,Female,61555,7.9,9745,4.9,5,2,14236,561
32.0,Male,159214,2.9,24008,1.0,2,2,84185,535
33.0,Female,47234,8.6,9413,3.5,7,3,30378,543
33.0,Male,53424,8.7,15670,2.5,3,2,19633,533
25.0,Male,52069,3.0,27296,1.0,8,2,14578,517
32.0,Male,23087,4.3,12570,2.1,6,3,14026,481
48.0,Male,34416,14.5,14112,25.9,10,2,23034,671
68.0,Male,51851,6.2,13699,39.4,9,0,64753,695
58.0,Male,51560,4.4,32687,39.5,6,4,24693,637
39.0,Female,81369,5.7,49788,9.9,3,1,23953,544
38.0,Male,31491,10.7,10826,19.3,9,2,34768,624
43.0,Female,88614,9.0,8599,22.0,5,1,50231,614
52.0,Male,89021,11.4,50985,31.6,4,0,70983,590
26.0,Male,64014,17.2,7138,1.0,3,0,55780,567
41.0,Female,38753,12.6,18657,15.0,7,0,41537,644
36.0,Male,99364,13.1,26532,6.1,8,3,116136,550
42.0,Male,62818,13.8,15318,12.9,7,2,43587,649
46.0,Female,50083,5.0,13094,24.0,3,2,54276,572
21.0,Male,37619,17.6,11330,1.0,10,0,40449,633
54.0,Male,62784,5.0,12601,25.8,13,2,21248,643
45.0,Male,104206,10.6,28202,24.4,5,0,110572,607
51.0,Male,58131,13.4,11190,19.5,5,2,52869,645
,Male,86080,6.6,51586,16.4,4,3,39415,525
45.0,Female,43161,13.8,26358,22.8,3,1,52999,591
32.0,Female,87637,8.1,27065,1.1,4,2,48278,509
40.0,Male,51505,2.5,14104,13.1,5,1,36305,550
50.0,Male,35137,11.2,12400,24.8,4,0,27553,576
57.0,Female,128053,6.2,36261,36.5,10,2,100894,650
27.0,Male,91291,10.5,49041,1.0,8,4,58104,565
30.0,Male,48468,3.1,8328,4.0,4,1,52146,496
43.0,Female,75625,17.8,34332,13.3,6,3,80656,557
49.0,Male,107799,15.9,33811,29.8,3,1,116981,605
21.0,Male,55148,9.9,26098,1.0,4,1,30364,515
57.0,Female,51742,6.4,27131,32.3,3,1,42708,619
35.0,Female,47212,9.6,29034,13.6,8,1,13841,609
31.0,Male,72769,1.2,18367,12.2,11,1,43955,586
25.0,Male,79665,20.2,43658,1.0,5,0,64482,615
56.0,Female,58914,6.6,19876,28.5,4,3,63190,583
41.0,Female,28268,4.7,9163,13.3,3,1,24361,516
21.0,Male,74330,2.5,18779,1.0,6,2,45454,502
21.0,Male,37404,2.8,3253,1.0,9,2,6157,543
26.0,Male,151441,9.5,38373,1.0,7,1,155145,542
32.0,Female,85133,5.6,34213,1.0,7,3,31777,493
42.0,Female,53418,4.8,9523,13.3,2,0,25063,563
30.0,Female,30877,1.0,9018,7.8,6,3,38438,501
33.0,Female,32276,13.5,16745,13.9,6,1,7279,601
30.0,Female,80949,3.6,34815,1.4,2,5,15096,483
43.0,Male,57078,10.3,25158,16.8,5,2,71221,548
43.0,Male,50279,7.9,29645,13.2,3,2,23801,522
40.0,Male,74000,14.9,32525,10.1,2,1,53864,558
46.0,Female,26275,19.1,14459,21.3,5,3,27822,598
62.0,Male,75064,8.1,41853,37.1,10,1,64623,648
35.0,Female,49716,13.6,22887,16.9,5,2,22787,607
29.0,Male,54063,9.4,16974,8.3,3,3,40926,587
24.0,Female,85864,5.4,14612,5.9,6,2,66128,548
50.0,Female,67325,12.8,28637,25.8,10,1,49055,682
40.0,Female,49781,4.8,23823,21.2,12,1,28039,630
54.0,Female,42249,3.1,24929,22.2,6,1,12458,553
53.0,Male,36086,7.1,12479,23.3,5,0,17801,605
41.0,Male,51140,23.8,17680,14.0,5,0,7798,672
45.0,Male,53912,10.1,16666,16.3,3,2,49746,592
33.0,Female,48621,22.9,10975,1.4,10,0,43196,641
30.0,Female,85462,20.8,52915,3.6,2,3,24640,557
39.0,,37777,4.1,13281,16.9,5,1,27852,572
60.0,Female,58544,7.7,26766,29.4,3,3,12754,613
25.0,Male,52724,7.0,31189,1.0,4,0,32195,539
47.0,,58422,12.6,33780,25.3,3,3,67251,610
35.0,Female,94426,0.7,39637,10.0,3,2,104137,518
50.0,Female,67272,2.6,11107,25.0,3,0,56007,563
43.0,Male,92026,16.2,57050,20.4,7,1,96255,625
45.0,Female,68135,6.4,5672,14.8,4,0,62402,594
42.0,Male,35641,24.0,12477,11.2,4,0,6457,706
38.0,Female,33641,4.4,3611,16.4,4,1,41506,552
41.0,Female,66968,10.9,34344,20.9,8,1,57779,603
45.0,Male,68606,9.0,28234,25.3,5,2,23731,605
21.0,Female,38047,2.6,5498,1.0,3,1,18282,519
30.0,Female,28616,14.1,4072,3.9,4,4,18346,567
36.0,Male,65801,12.7,33720,16.4,3,1,19901,612
27.0,Male,95282,8.4,20276,5.6,4,0,77997,578
35.0,Male,41688,16.3,10549,5.3,4,2,11690,587
37.0,Male,79121,11.4,13352,11.6,3,2,56666,592
39.0,Male,30359,3.9,6484,8.7,2,0,28164,504
42.0,Male,64415,10.0,16110,12.2,7,2,21017,586
45.0,Male,34408,13.4,17173,13.7,5,1,26888,601
31.0,Female,29513,1.7,16797,1.0,6,2,14973,513
39.0,Male,137426,8.4,36064,11.2,4,2,114194,535
41.0,Male,50403,2.5,6367,11.2,6,1,55860,544
27.0,Female,55391,8.2,34113,2.3,6,0,30384,563
58.0,Male,31294,14.2,13250,28.1,6,2,13114,667
,Male,69221,20.1,36536,2.0,5,0,15999,625
45.0,Female,56502,7.1,16178,13.8,5,0,54211,590
22.0,Male,44115,13.5,5153,1.0,7,3,27870,585
29.0,Female,37233,8.7,9206,1.0,2,3,18919,529
53.0,Female,64799,1.8,34568,26.7,6,2,35744,553
25.0,Female,85150,3.0,52822,6.1,8,2,79085,480
39.0,Female,110085,6.1,37737,19.3,4,2,43283,598
38.0,Male,18000,4.7,7346,10.6,9,1,17771,552
32.0,Male,78123,11.1,15211,2.4,6,2,35496,555
38.0,Female,112933,5.8,54078,16.7,7,1,50483,617
28.0,Male,63444,5.4,35654,1.0,3,2,70872,512
35.0,Male,92127,7.5,24527,14.8,4,1,96296,583
36.0,Female,33352,1.1,20301,17.4,4,0,20355,537
32.0,Female,94119,1.1,50908,10.0,8,1,47458,562
40.0,Female,83892,17.0,16881,21.7,3,2,90398,586
21.0,Male,45801,9.6,3969,1.0,7,0,47874,577
38.0,Female,68952,5.2,39217,12.6,5,2,39707,486
50.0,,57465,5.8,37266,24.0,9,2,54432,597
42.0,Male,53851,6.9,5541,13.8,5,1,34111,584
40.0,Female,70042,2.6,37646,11.6,3,2,86332,521
35.0,Female,44435,4.1,24524,10.2,4,2,39000,503
21.0,Female,50314,7.9,23080,1.0,5,1,39076,543
,Male,48123,6.0,28832,8.5,8,1,43438,531
23.0,Female,150173,10.3,70329,1.0,4,2,145204,491
30.0,Male,60886,5.1,25425,8.4,7,0,26230,594
47.0,Male,66056,11.0,5730,17.2,8,2,16542,638
21.0,Female,58116,1.4,15863,1.0,6,3,55995,491
39.0,Male,61455,1.4,16171,12.0,4,2,65392,503
45.0,Female,109236,8.1,34083,15.4,4,2,97736,573
30.0,Male,82245,7.5,49996,6.0,2,1,96308,477
32.0,Female,82283,5.3,7511,7.2,5,2,64785,575
48.0,Female,39294,6.8,6294,23.2,4,0,7573,602
45.0,Female,28811,10.9,7595,13.3,9,1,7479,650
40.0,Female,134399,5.7,66710,19.5,6,2,25431,599
56.0,Male,56623,6.6,20518,25.0,6,2,52439,600
29.0,Male,79744,4.8,11270,1.0,4,6,51667,485
21.0,Male,75664,9.3,7887,1.0,2,1,56890,568
32.0,Male,44383,14.8,17583,1.0,4,0,35831,548
24.0,Male,61200,10.8,24322,1.0,11,0,56567,619
23.0,Female,72807,17.5,11650,1.0,7,4,15282,596
38.0,Female,76848,17.4,42064,7.5,7,1,29734,652
41.0,Female,70768,11.0,41580,21.6,6,1,57439,616
39.0,Female,56537,5.6,18687,15.0,6,0,67679,589
49.0,Male,61884,13.0,15977,30.7,4,2,32596,638
45.0,Female,81648,13.7,7224,14.1,4,2,49985,645
44.0,Male,30265,6.0,3754,21.6,6,1,15100,588
66.0,Female,33650,11.1,7271,38.4,5,0,6219,674
45.0,Female,70841,10.4,38446,17.7,5,2,88226,585
55.0,Female,18000,9.7,9589,34.4,7,2,3121,652
30.0,Female,112042,6.2,64260,1.9,7,2,27745,528
38.0,Female,68024,8.4,33839,18.8,1,2,64852,542
22.0,Male,104088,2.1,16532,1.0,4,1,28928,509
34.0,Female,51547,26.4,27460,8.7,2,2,41625,609
29.0,Female,47629,11.6,3967,2.5,8,2,17787,573
32.0,Male,75770,2.3,40870,1.0,9,1,27674,516
22.0,,57205,12.4,11420,1.0,4,3,24613,550
34.0,Male,58704,1.2,19165,9.4,2,4,32486,501
37.0,Male,54797,7.5,6764,10.5,4,3,54396,546
57.0,Male,72331,3.8,29654,28.4,9,0,50227,614
30.0,Male,31988,5.4,11573,1.0,4,2,18261,510
52.0,Female,42812,7.2,8490,25.3,4,2,24937,641
43.0,Female,25996,6.2,9556,18.7,6,2,22302,534
44.0,Female,62186,8.6,33833,20.3,5,2,38704,546
36.0,Female,68146,7.3,36477,4.8,3,1,76924,540
36.0,Male,88581,22.0,38489,10.8,3,0,50431,646
46.0,Male,82067,4.9,43555,17.6,9,5,24273,569
35.0,Male,33083,15.6,4870,5.4,4,0,7063,638
42.0,Female,119585,2.9,39672,17.1,3,2,78725,586
47.0,Male,82730,10.8,44879,25.6,8,1,87900,641
31.0,Male,114602,11.2,59217,7.4,10,2,44185,580
58.0,Male,55608,14.6,12799,33.4,3,3,21749,608
48.0,Male,83865,9.5,20998,21.4,4,1,94553,610
56.0,Female,45683,17.7,7197,30.5,4,0,29877,703
43.0,Female,55198,2.4,19208,15.2,5,0,64365,540
27.0,Male,40400,1.2,15207,4.5,3,3,10179,518
53.0,Female,105317,10.2,13097,27.5,2,0,58215,653
25.0,Female,64357,2.7,17623,1.0,7,1,72697,527
43.0,Female,118995,12.1,29457,20.8,5,2,140396,576
40.0,Male,48382,19.6,12041,18.9,8,2,27631,664
28.0,Male,41075,10.1,9475,1.0,6,1,8165,541
26.0,Male,27740,6.0,4872,1.0,4,2,33219,507
45.0,Female,56626,4.3,22981,13.1,6,4,45543,482
37.0,Male,48211,17.8,22751,9.5,4,2,23539,614
37.0,Female,118715,7.1,71576,18.7,5,3,54622,555
25.0,Male,44086,5.2,9141,1.3,4,1,16061,582
27.0,Male,67634,6.4,12872,8.4,2,1,78426,541
41.0,Female,40441,11.8,19111,18.6,6,1,8928,666
46.0,Female,21970,6.9,4413,15.4,5,2,11928,575
47.0,Female,83561,16.5,44819,21.8,1,3,78580,596
40.0,Female,198334,12.7,68959,19.8,5,0,109563,654
37.0,Male,62803,5.6,7145,8.0,4,1,43793,533
22.0,Male,39124,3.6,16216,2.1,5,2,12864,527
39.0,Female,71213,4.0,31478,14.0,5,4,54963,513
48.0,Male,81644,19.7,42494,24.1,4,3,61739,625
34.0,Male,19864,24.6,4600,4.8,3,3,21553,606
52.0,Male,59964,8.3,12628,26.8,7,0,15670,619
33.0,Male,22606,21.9,10218,2.0,5,1,25112,596
29.0,Female,54065,6.9,35018,7.5,6,2,33696,540
52.0,Male,79984,7.1,11174,22.1,4,1,65963,595
34.0,Male,47340,12.9,26363,6.3,5,0,52435,541
44.0,Male,56260,12.7,15174,17.5,9,1,69683,613
38.0,Male,69089,24.3,34384,12.8,6,2,32926,691
49.0,Male,91496,5.2,18685,25.5,7,2,110846,595
32.0,Male,47704,9.7,15654,10.1,3,0,27169,558
44.0,Female,42235,7.5,21208,15.0,6,1,32324,570
23.0,Female,126238,4.8,59992,1.0,3,1,22075,492
46.0,Female,25573,13.2,14642,26.5,5,0,6019,654
47.0,Female,30762,18.9,8836,17.2,4,3,30900,616
42.0,Female,64765,13.1,25519,14.1,6,1,53306,614
32.0,Male,29104,16.5,12554,1.0,5,0,28693,561
40.0,Male,41489,9.5,4392,12.3,9,1,26003,643
27.0,Male,53587,4.5,26050,6.6,4,1,12354,551
36.0,Female,63010,7.2,21171,16.2,5,3,58720,557
